,var,AUC_loss
793,CTDC_polarity.G3.pb2,0.000581763
829,CTDD_hydrophobicity_ARGP820101.2.residue75.pb2,0.000576553
415,DPC_DK.pb2,0.000576058
792,CTDC_polarity.G2.pb2,0.000573352
423,DPC_DT.pb2,0.000563031
910,CTDD_hydrophobicity_FASG890101.3.residue100.pb2,0.000542292
104,CTriad_g3.g1.g6.pb2,0.000541938
786,CTDC_hydrophobicity_FASG890101.G2.pb2,0.000534476
354,PAAC_Xc1.L.pb2,0.000533795
551,DPC_LF.pb2,0.000532396
787,CTDC_hydrophobicity_FASG890101.G3.pb2,0.000516425
1002,CTDT_hydrophobicity_PRAM900101.Tr1331.pb2,0.000506095
692,DPC_TG.pb2,0.000501995
255,CTriad_g6.g2.g3.pb2,0.000489853
982,CTDD_secondarystruct.3.residue25.pb2,0.000484033
990,CTDD_solventaccess.1.residue100.pb2,0.000480524
263,CTriad_g6.g3.g4.pb2,0.000476528
634,DPC_QI.pb2,0.000470451
800,CTDC_secondarystruct.G1.pb2,0.000469128
24,CTriad_g1.g4.g3.pb2,0.000465789
874,CTDD_hydrophobicity_CASG920101.2.residue75.pb2,0.000464445
476,DPC_GL.pb2,0.000464329
1011,CTDT_hydrophobicity_PONP930101.Tr1331.pb2,0.000462878
779,CTDC_hydrophobicity_CASG920101.G1.pb2,0.00045865
215,CTriad_g5.g3.g5.pb2,0.000449432
853,CTDD_hydrophobicity_PONP930101.1.residue50.pb2,0.000447897
123,CTriad_g3.g4.g4.pb2,0.000440757
59,CTriad_g2.g2.g3.pb2,0.000430915
121,CTriad_g3.g4.g2.pb2,0.000417936
905,CTDD_hydrophobicity_FASG890101.2.residue100.pb2,0.000410917
913,CTDD_normwaalsvolume.1.residue50.pb2,0.000405613
363,PAAC_Xc1.V.pb2,0.000382044
941,CTDD_polarizability.1.residue0.pb2,0.000372306
604,DPC_NV.pb2,0.000348119
610,DPC_PE.pb2,0.000343839
854,CTDD_hydrophobicity_PONP930101.1.residue75.pb2,0.000325551
483,DPC_GT.pb2,0.000319116
821,CTDD_hydrophobicity_ARGP820101.1.residue0.pb2,0.00031585
258,CTriad_g6.g2.g6.pb2,0.000310912
997,CTDD_solventaccess.3.residue25.pb2,0.000294808
321,CTriad_g7.g4.g6.pb2,0.000293485
948,CTDD_polarizability.2.residue50.pb2,0.000285633
819,CTDD_hydrophobicity_PRAM900101.3.residue75.pb2,0.000279419
201,CTriad_g5.g1.g5.pb2,0.000277966
223,CTriad_g5.g4.g6.pb2,0.000276025
189,CTriad_g4.g6.g7.pb2,0.000271386
262,CTriad_g6.g3.g3.pb2,0.000271197
544,DPC_KV.pb2,0.000270546
152,CTriad_g4.g1.g5.pb2,0.00026771
842,CTDD_hydrophobicity_ZIMJ680101.2.residue25.pb2,0.000267059
543,DPC_KT.pb2,0.000266192
719,DPC_VP.pb2,0.000258856
937,CTDD_polarity.3.residue25.pb2,0.00025604
851,CTDD_hydrophobicity_PONP930101.1.residue0.pb2,0.00025274
466,DPC_FY.pb2,0.000251991
170,CTriad_g4.g4.g2.pb2,0.000248911
443,DPC_ET.pb2,0.000246831
984,CTDD_secondarystruct.3.residue75.pb2,0.00024569
592,DPC_NG.pb2,0.000240042
247,CTriad_g6.g1.g2.pb2,0.000237252
74,CTriad_g2.g4.g4.pb2,0.000234951
581,DPC_MR.pb2,0.00023411
81,CTriad_g2.g5.g4.pb2,0.000231638
888,CTDD_hydrophobicity_ENGD860101.2.residue50.pb2,0.000230005
822,CTDD_hydrophobicity_ARGP820101.1.residue25.pb2,0.000220997
163,CTriad_g4.g3.g2.pb2,0.000220503
809,CTDD_hydrophobicity_PRAM900101.1.residue75.pb2,0.000215705
110,CTriad_g3.g2.g5.pb2,0.000210717
395,DPC_CK.pb2,0.00021034
867,CTDD_hydrophobicity_CASG920101.1.residue25.pb2,0.000206747
924,CTDD_normwaalsvolume.3.residue75.pb2,0.000206413
594,DPC_NI.pb2,0.000206397
1031,CTDT_charge.Tr1221.pb2,0.000206324
229,CTriad_g5.g5.g5.pb2,0.000200057
674,DPC_SI.pb2,0.000199938
590,DPC_NE.pb2,0.000199678
556,DPC_LL.pb2,0.000193014
878,CTDD_hydrophobicity_CASG920101.3.residue50.pb2,0.00019283
8,CTriad_g1.g2.g1.pb2,0.000191853
11,CTriad_g1.g2.g4.pb2,0.000190616
718,DPC_VN.pb2,0.000190287
497,DPC_HM.pb2,0.000188393
866,CTDD_hydrophobicity_CASG920101.1.residue0.pb2,0.000185709
417,DPC_DM.pb2,0.000184637
550,DPC_LE.pb2,0.000182541
369,DPC_AD.pb2,0.000174355
838,CTDD_hydrophobicity_ZIMJ680101.1.residue50.pb2,0.000166361
532,DPC_KG.pb2,0.000166252
850,CTDD_hydrophobicity_ZIMJ680101.3.residue100.pb2,0.000164353
534,DPC_KI.pb2,0.000164216
966,CTDD_charge.3.residue0.pb2,0.000164172
705,DPC_TW.pb2,0.00015983
144,CTriad_g3.g7.g4.pb2,0.000159829
480,DPC_GQ.pb2,0.000157919
117,CTriad_g3.g3.g5.pb2,0.000157714
818,CTDD_hydrophobicity_PRAM900101.3.residue50.pb2,0.000157268
580,DPC_MQ.pb2,0.000155549
873,CTDD_hydrophobicity_CASG920101.2.residue50.pb2,0.000155032
278,CTriad_g6.g5.g5.pb2,0.000153958
462,DPC_FS.pb2,0.000153874
349,PAAC_Xc1.Q.pb2,0.000151174
856,CTDD_hydrophobicity_PONP930101.2.residue0.pb2,0.000150908
953,CTDD_polarizability.3.residue50.pb2,0.000148624
270,CTriad_g6.g4.g4.pb2,0.00014692
679,DPC_SP.pb2,0.000146104
87,CTriad_g2.g6.g3.pb2,0.00014523
654,DPC_RI.pb2,0.000144772
903,CTDD_hydrophobicity_FASG890101.2.residue50.pb2,0.000138776
542,DPC_KS.pb2,0.000138695
655,DPC_RK.pb2,0.000137559
1015,CTDT_hydrophobicity_CASG920101.Tr2332.pb2,0.00013752
651,DPC_RF.pb2,0.000136136
631,DPC_QF.pb2,0.000135044
767,CTDC_hydrophobicity_PRAM900101.G1.pb2,0.00013426
991,CTDD_solventaccess.2.residue0.pb2,0.00013421
234,CTriad_g5.g6.g3.pb2,0.000133584
139,CTriad_g3.g6.g6.pb2,0.000131774
131,CTriad_g3.g5.g5.pb2,0.000130348
510,DPC_IE.pb2,0.000127237
751,DPC_YF.pb2,0.000125525
703,DPC_TT.pb2,0.000123605
743,DPC_WT.pb2,0.000123231
463,DPC_FT.pb2,0.000123123
860,CTDD_hydrophobicity_PONP930101.2.residue100.pb2,0.000120456
2,CTriad_g1.g1.g2.pb2,0.000119812
205,CTriad_g5.g2.g2.pb2,0.000119343
644,DPC_QV.pb2,0.000118579
422,DPC_DS.pb2,0.000116072
971,CTDD_secondarystruct.1.residue0.pb2,0.000115487
783,CTDC_hydrophobicity_ENGD860101.G2.pb2,0.000114801
1005,CTDT_hydrophobicity_ARGP820101.Tr1331.pb2,0.000114484
432,DPC_EG.pb2,0.000114184
380,DPC_AQ.pb2,0.000113971
754,DPC_YI.pb2,0.000112938
555,DPC_LK.pb2,0.000112879
582,DPC_MS.pb2,0.000111246
429,DPC_ED.pb2,0.000110627
670,DPC_SE.pb2,0.000109751
717,DPC_VM.pb2,0.000108974
279,CTriad_g6.g5.g6.pb2,0.000106281
40,CTriad_g1.g6.g5.pb2,0.000106255
188,CTriad_g4.g6.g6.pb2,0.000104508
896,CTDD_hydrophobicity_FASG890101.1.residue0.pb2,0.000103553
891,CTDD_hydrophobicity_ENGD860101.3.residue0.pb2,0.000101869
547,DPC_LA.pb2,0.000101594
826,CTDD_hydrophobicity_ARGP820101.2.residue0.pb2,0.00010145
737,DPC_WM.pb2,0.000101302
615,DPC_PK.pb2,0.000101006
877,CTDD_hydrophobicity_CASG920101.3.residue25.pb2,0.000100307
495,DPC_HK.pb2,9.95E-05
676,DPC_SL.pb2,9.59E-05
738,DPC_WN.pb2,9.58E-05
565,DPC_LW.pb2,9.55E-05
204,CTriad_g5.g2.g1.pb2,9.41E-05
895,CTDD_hydrophobicity_ENGD860101.3.residue100.pb2,9.40E-05
606,DPC_NY.pb2,9.35E-05
589,DPC_ND.pb2,9.34E-05
994,CTDD_solventaccess.2.residue75.pb2,9.34E-05
886,CTDD_hydrophobicity_ENGD860101.2.residue0.pb2,9.29E-05
932,CTDD_polarity.2.residue25.pb2,9.24E-05
269,CTriad_g6.g4.g3.pb2,9.15E-05
617,DPC_PM.pb2,9.15E-05
447,DPC_FA.pb2,9.15E-05
806,CTDD_hydrophobicity_PRAM900101.1.residue0.pb2,8.96E-05
757,DPC_YM.pb2,8.85E-05
690,DPC_TE.pb2,8.84E-05
237,CTriad_g5.g6.g6.pb2,8.64E-05
942,CTDD_polarizability.1.residue25.pb2,8.32E-05
759,DPC_YP.pb2,8.26E-05
124,CTriad_g3.g4.g5.pb2,8.16E-05
946,CTDD_polarizability.2.residue0.pb2,7.99E-05
487,DPC_HA.pb2,7.84E-05
823,CTDD_hydrophobicity_ARGP820101.1.residue50.pb2,7.74E-05
436,DPC_EL.pb2,7.46E-05
618,DPC_PN.pb2,7.25E-05
931,CTDD_polarity.2.residue0.pb2,7.20E-05
973,CTDD_secondarystruct.1.residue50.pb2,7.06E-05
440,DPC_EQ.pb2,7.02E-05
96,CTriad_g2.g7.g5.pb2,6.88E-05
585,DPC_MW.pb2,6.86E-05
864,CTDD_hydrophobicity_PONP930101.3.residue75.pb2,6.84E-05
706,DPC_TY.pb2,6.79E-05
859,CTDD_hydrophobicity_PONP930101.2.residue75.pb2,6.72E-05
216,CTriad_g5.g3.g6.pb2,6.68E-05
876,CTDD_hydrophobicity_CASG920101.3.residue0.pb2,6.60E-05
34,CTriad_g1.g5.g6.pb2,6.56E-05
138,CTriad_g3.g6.g5.pb2,6.54E-05
699,DPC_TP.pb2,6.48E-05
756,DPC_YL.pb2,6.45E-05
53,CTriad_g2.g1.g4.pb2,6.39E-05
911,CTDD_normwaalsvolume.1.residue0.pb2,6.37E-05
1039,CTDT_solventaccess.Tr2332.pb2,6.26E-05
386,DPC_AY.pb2,6.25E-05
619,DPC_PP.pb2,6.09E-05
831,CTDD_hydrophobicity_ARGP820101.3.residue0.pb2,6.06E-05
557,DPC_LM.pb2,5.99E-05
808,CTDD_hydrophobicity_PRAM900101.1.residue50.pb2,5.92E-05
815,CTDD_hydrophobicity_PRAM900101.2.residue100.pb2,5.82E-05
410,DPC_DE.pb2,5.80E-05
118,CTriad_g3.g3.g6.pb2,5.77E-05
514,DPC_II.pb2,5.73E-05
650,DPC_RE.pb2,5.72E-05
816,CTDD_hydrophobicity_PRAM900101.3.residue0.pb2,5.66E-05
868,CTDD_hydrophobicity_CASG920101.1.residue50.pb2,5.59E-05
518,DPC_IN.pb2,5.58E-05
381,DPC_AR.pb2,5.54E-05
972,CTDD_secondarystruct.1.residue25.pb2,5.47E-05
820,CTDD_hydrophobicity_PRAM900101.3.residue100.pb2,5.37E-05
419,DPC_DP.pb2,5.36E-05
186,CTriad_g4.g6.g4.pb2,5.22E-05
194,CTriad_g4.g7.g5.pb2,4.88E-05
17,CTriad_g1.g3.g3.pb2,4.78E-05
992,CTDD_solventaccess.2.residue25.pb2,4.54E-05
645,DPC_QW.pb2,4.48E-05
688,DPC_TC.pb2,4.44E-05
1036,CTDT_secondarystruct.Tr2332.pb2,4.40E-05
833,CTDD_hydrophobicity_ARGP820101.3.residue50.pb2,4.38E-05
412,DPC_DG.pb2,4.35E-05
491,DPC_HF.pb2,4.27E-05
583,DPC_MT.pb2,4.26E-05
976,CTDD_secondarystruct.2.residue0.pb2,4.24E-05
259,CTriad_g6.g2.g7.pb2,4.23E-05
562,DPC_LS.pb2,4.21E-05
640,DPC_QQ.pb2,4.17E-05
612,DPC_PG.pb2,3.97E-05
843,CTDD_hydrophobicity_ZIMJ680101.2.residue50.pb2,3.89E-05
202,CTriad_g5.g1.g6.pb2,3.79E-05
939,CTDD_polarity.3.residue75.pb2,3.78E-05
401,DPC_CR.pb2,3.70E-05
955,CTDD_polarizability.3.residue100.pb2,3.65E-05
732,DPC_WG.pb2,3.65E-05
957,CTDD_charge.1.residue25.pb2,3.46E-05
256,CTriad_g6.g2.g4.pb2,3.46E-05
283,CTriad_g6.g6.g3.pb2,3.39E-05
857,CTDD_hydrophobicity_PONP930101.2.residue25.pb2,3.38E-05
545,DPC_KW.pb2,3.36E-05
760,DPC_YQ.pb2,3.32E-05
33,CTriad_g1.g5.g5.pb2,3.30E-05
46,CTriad_g1.g7.g4.pb2,3.29E-05
712,DPC_VG.pb2,3.18E-05
36,CTriad_g1.g6.g1.pb2,3.17E-05
889,CTDD_hydrophobicity_ENGD860101.2.residue75.pb2,3.13E-05
7,CTriad_g1.g1.g7.pb2,3.04E-05
567,DPC_MA.pb2,2.89E-05
55,CTriad_g2.g1.g6.pb2,2.81E-05
75,CTriad_g2.g4.g5.pb2,2.80E-05
511,DPC_IF.pb2,2.66E-05
940,CTDD_polarity.3.residue100.pb2,2.61E-05
413,DPC_DH.pb2,2.59E-05
421,DPC_DR.pb2,2.55E-05
228,CTriad_g5.g5.g4.pb2,2.49E-05
885,CTDD_hydrophobicity_ENGD860101.1.residue100.pb2,2.43E-05
358,PAAC_Xc1.P.pb2,2.42E-05
499,DPC_HP.pb2,2.39E-05
951,CTDD_polarizability.3.residue0.pb2,2.38E-05
424,DPC_DV.pb2,2.26E-05
167,CTriad_g4.g3.g6.pb2,2.17E-05
461,DPC_FR.pb2,2.13E-05
508,DPC_IC.pb2,2.11E-05
122,CTriad_g3.g4.g3.pb2,2.10E-05
206,CTriad_g5.g2.g3.pb2,2.10E-05
927,CTDD_polarity.1.residue25.pb2,2.05E-05
846,CTDD_hydrophobicity_ZIMJ680101.3.residue0.pb2,2.04E-05
621,DPC_PR.pb2,2.04E-05
950,CTDD_polarizability.2.residue100.pb2,2.04E-05
916,CTDD_normwaalsvolume.2.residue0.pb2,1.96E-05
431,DPC_EF.pb2,1.96E-05
318,CTriad_g7.g4.g3.pb2,1.75E-05
810,CTDD_hydrophobicity_PRAM900101.1.residue100.pb2,1.73E-05
609,DPC_PD.pb2,1.70E-05
505,DPC_HW.pb2,1.69E-05
446,DPC_EY.pb2,1.66E-05
175,CTriad_g4.g4.g7.pb2,1.63E-05
637,DPC_QM.pb2,1.55E-05
689,DPC_TD.pb2,1.53E-05
459,DPC_FP.pb2,1.40E-05
427,DPC_EA.pb2,1.40E-05
127,CTriad_g3.g5.g1.pb2,1.28E-05
730,DPC_WE.pb2,1.26E-05
368,DPC_AC.pb2,1.11E-05
265,CTriad_g6.g3.g6.pb2,1.06E-05
870,CTDD_hydrophobicity_CASG920101.1.residue100.pb2,1.05E-05
788,CTDC_normwaalsvolume.G1.pb2,1.03E-05
925,CTDD_normwaalsvolume.3.residue100.pb2,1.02E-05
956,CTDD_charge.1.residue0.pb2,9.28E-06
845,CTDD_hydrophobicity_ZIMJ680101.2.residue100.pb2,8.89E-06
616,DPC_PL.pb2,8.50E-06
169,CTriad_g4.g4.g1.pb2,8.49E-06
747,DPC_YA.pb2,8.06E-06
965,CTDD_charge.2.residue100.pb2,7.39E-06
985,CTDD_secondarystruct.3.residue100.pb2,7.22E-06
500,DPC_HQ.pb2,6.71E-06
673,DPC_SH.pb2,6.66E-06
620,DPC_PQ.pb2,6.50E-06
393,DPC_CH.pb2,6.27E-06
504,DPC_HV.pb2,6.18E-06
554,DPC_LI.pb2,5.95E-06
996,CTDD_solventaccess.3.residue0.pb2,5.00E-06
154,CTriad_g4.g1.g7.pb2,4.61E-06
47,CTriad_g1.g7.g5.pb2,4.37E-06
317,CTriad_g7.g4.g2.pb2,4.37E-06
598,DPC_NN.pb2,4.37E-06
761,DPC_YR.pb2,2.95E-06
750,DPC_YE.pb2,2.69E-06
855,CTDD_hydrophobicity_PONP930101.1.residue100.pb2,2.38E-06
371,DPC_AF.pb2,2.08E-06
571,DPC_MF.pb2,1.87E-06
584,DPC_MV.pb2,1.61E-06
411,DPC_DF.pb2,1.12E-06
503,DPC_HT.pb2,9.54E-07
212,CTriad_g5.g3.g2.pb2,5.17E-07
764,DPC_YV.pb2,5.15E-07
752,DPC_YG.pb2,7.70E-08
28,CTriad_g1.g4.g7.pb2,0
35,CTriad_g1.g5.g7.pb2,0
42,CTriad_g1.g6.g7.pb2,0
43,CTriad_g1.g7.g1.pb2,0
44,CTriad_g1.g7.g2.pb2,0
48,CTriad_g1.g7.g6.pb2,0
49,CTriad_g1.g7.g7.pb2,0
56,CTriad_g2.g1.g7.pb2,0
63,CTriad_g2.g2.g7.pb2,0
70,CTriad_g2.g3.g7.pb2,0
77,CTriad_g2.g4.g7.pb2,0
84,CTriad_g2.g5.g7.pb2,0
91,CTriad_g2.g6.g7.pb2,0
92,CTriad_g2.g7.g1.pb2,0
93,CTriad_g2.g7.g2.pb2,0
94,CTriad_g2.g7.g3.pb2,0
95,CTriad_g2.g7.g4.pb2,0
97,CTriad_g2.g7.g6.pb2,0
98,CTriad_g2.g7.g7.pb2,0
105,CTriad_g3.g1.g7.pb2,0
112,CTriad_g3.g2.g7.pb2,0
126,CTriad_g3.g4.g7.pb2,0
133,CTriad_g3.g5.g7.pb2,0
140,CTriad_g3.g6.g7.pb2,0
141,CTriad_g3.g7.g1.pb2,0
142,CTriad_g3.g7.g2.pb2,0
143,CTriad_g3.g7.g3.pb2,0
145,CTriad_g3.g7.g5.pb2,0
146,CTriad_g3.g7.g6.pb2,0
147,CTriad_g3.g7.g7.pb2,0
168,CTriad_g4.g3.g7.pb2,0
182,CTriad_g4.g5.g7.pb2,0
190,CTriad_g4.g7.g1.pb2,0
191,CTriad_g4.g7.g2.pb2,0
192,CTriad_g4.g7.g3.pb2,0
193,CTriad_g4.g7.g4.pb2,0
195,CTriad_g4.g7.g6.pb2,0
196,CTriad_g4.g7.g7.pb2,0
203,CTriad_g5.g1.g7.pb2,0
210,CTriad_g5.g2.g7.pb2,0
217,CTriad_g5.g3.g7.pb2,0
224,CTriad_g5.g4.g7.pb2,0
231,CTriad_g5.g5.g7.pb2,0
239,CTriad_g5.g7.g1.pb2,0
240,CTriad_g5.g7.g2.pb2,0
241,CTriad_g5.g7.g3.pb2,0
242,CTriad_g5.g7.g4.pb2,0
243,CTriad_g5.g7.g5.pb2,0
244,CTriad_g5.g7.g6.pb2,0
245,CTriad_g5.g7.g7.pb2,0
252,CTriad_g6.g1.g7.pb2,0
273,CTriad_g6.g4.g7.pb2,0
280,CTriad_g6.g5.g7.pb2,0
288,CTriad_g6.g7.g1.pb2,0
289,CTriad_g6.g7.g2.pb2,0
291,CTriad_g6.g7.g4.pb2,0
293,CTriad_g6.g7.g6.pb2,0
294,CTriad_g6.g7.g7.pb2,0
295,CTriad_g7.g1.g1.pb2,0
296,CTriad_g7.g1.g2.pb2,0
297,CTriad_g7.g1.g3.pb2,0
298,CTriad_g7.g1.g4.pb2,0
299,CTriad_g7.g1.g5.pb2,0
300,CTriad_g7.g1.g6.pb2,0
301,CTriad_g7.g1.g7.pb2,0
302,CTriad_g7.g2.g1.pb2,0
304,CTriad_g7.g2.g3.pb2,0
305,CTriad_g7.g2.g4.pb2,0
306,CTriad_g7.g2.g5.pb2,0
307,CTriad_g7.g2.g6.pb2,0
308,CTriad_g7.g2.g7.pb2,0
311,CTriad_g7.g3.g3.pb2,0
312,CTriad_g7.g3.g4.pb2,0
314,CTriad_g7.g3.g6.pb2,0
315,CTriad_g7.g3.g7.pb2,0
319,CTriad_g7.g4.g4.pb2,0
320,CTriad_g7.g4.g5.pb2,0
322,CTriad_g7.g4.g7.pb2,0
325,CTriad_g7.g5.g3.pb2,0
326,CTriad_g7.g5.g4.pb2,0
327,CTriad_g7.g5.g5.pb2,0
328,CTriad_g7.g5.g6.pb2,0
329,CTriad_g7.g5.g7.pb2,0
330,CTriad_g7.g6.g1.pb2,0
331,CTriad_g7.g6.g2.pb2,0
332,CTriad_g7.g6.g3.pb2,0
333,CTriad_g7.g6.g4.pb2,0
334,CTriad_g7.g6.g5.pb2,0
335,CTriad_g7.g6.g6.pb2,0
336,CTriad_g7.g6.g7.pb2,0
337,CTriad_g7.g7.g1.pb2,0
338,CTriad_g7.g7.g2.pb2,0
339,CTriad_g7.g7.g3.pb2,0
340,CTriad_g7.g7.g4.pb2,0
341,CTriad_g7.g7.g5.pb2,0
342,CTriad_g7.g7.g6.pb2,0
343,CTriad_g7.g7.g7.pb2,0
385,DPC_AW.pb2,0
387,DPC_CA.pb2,0
388,DPC_CC.pb2,0
389,DPC_CD.pb2,0
390,DPC_CE.pb2,0
391,DPC_CF.pb2,0
392,DPC_CG.pb2,0
394,DPC_CI.pb2,0
396,DPC_CL.pb2,0
399,DPC_CP.pb2,0
402,DPC_CS.pb2,0
404,DPC_CV.pb2,0
406,DPC_CY.pb2,0
425,DPC_DW.pb2,0
426,DPC_DY.pb2,0
445,DPC_EW.pb2,0
448,DPC_FC.pb2,0
451,DPC_FF.pb2,0
453,DPC_FH.pb2,0
457,DPC_FM.pb2,0
465,DPC_FW.pb2,0
485,DPC_GW.pb2,0
488,DPC_HC.pb2,0
493,DPC_HH.pb2,0
498,DPC_HN.pb2,0
525,DPC_IW.pb2,0
528,DPC_KC.pb2,0
548,DPC_LC.pb2,0
593,DPC_NH.pb2,0
597,DPC_NM.pb2,0
608,DPC_PC.pb2,0
613,DPC_PH.pb2,0
625,DPC_PW.pb2,0
628,DPC_QC.pb2,0
633,DPC_QH.pb2,0
639,DPC_QP.pb2,0
648,DPC_RC.pb2,0
659,DPC_RP.pb2,0
665,DPC_RW.pb2,0
668,DPC_SC.pb2,0
685,DPC_SW.pb2,0
708,DPC_VC.pb2,0
725,DPC_VW.pb2,0
727,DPC_WA.pb2,0
728,DPC_WC.pb2,0
729,DPC_WD.pb2,0
731,DPC_WF.pb2,0
733,DPC_WH.pb2,0
735,DPC_WK.pb2,0
736,DPC_WL.pb2,0
739,DPC_WP.pb2,0
740,DPC_WQ.pb2,0
741,DPC_WR.pb2,0
746,DPC_WY.pb2,0
748,DPC_YC.pb2,0
749,DPC_YD.pb2,0
765,DPC_YW.pb2,0
766,DPC_YY.pb2,0
549,DPC_LD.pb2,-1.27E-07
531,DPC_KF.pb2,-3.28E-07
928,CTDD_polarity.1.residue50.pb2,-3.45E-07
909,CTDD_hydrophobicity_FASG890101.3.residue75.pb2,-3.46E-07
970,CTDD_charge.3.residue100.pb2,-4.59E-07
600,DPC_NQ.pb2,-5.26E-07
552,DPC_LG.pb2,-1.53E-06
875,CTDD_hydrophobicity_CASG920101.2.residue100.pb2,-2.04E-06
264,CTriad_g6.g3.g5.pb2,-2.20E-06
489,DPC_HD.pb2,-2.29E-06
579,DPC_MP.pb2,-2.49E-06
501,DPC_HR.pb2,-3.20E-06
578,DPC_MN.pb2,-3.39E-06
840,CTDD_hydrophobicity_ZIMJ680101.1.residue100.pb2,-3.89E-06
641,DPC_QR.pb2,-4.26E-06
539,DPC_KP.pb2,-4.37E-06
917,CTDD_normwaalsvolume.2.residue25.pb2,-4.47E-06
744,DPC_WV.pb2,-4.59E-06
825,CTDD_hydrophobicity_ARGP820101.1.residue100.pb2,-4.60E-06
400,DPC_CQ.pb2,-5.07E-06
435,DPC_EK.pb2,-5.14E-06
454,DPC_FI.pb2,-6.15E-06
862,CTDD_hydrophobicity_PONP930101.3.residue25.pb2,-6.17E-06
745,DPC_WW.pb2,-6.17E-06
398,DPC_CN.pb2,-6.21E-06
509,DPC_ID.pb2,-6.24E-06
226,CTriad_g5.g5.g2.pb2,-6.49E-06
626,DPC_PY.pb2,-6.66E-06
137,CTriad_g3.g6.g4.pb2,-6.73E-06
45,CTriad_g1.g7.g3.pb2,-6.84E-06
686,DPC_SY.pb2,-7.21E-06
478,DPC_GN.pb2,-7.63E-06
861,CTDD_hydrophobicity_PONP930101.3.residue0.pb2,-8.09E-06
403,DPC_CT.pb2,-8.10E-06
813,CTDD_hydrophobicity_PRAM900101.2.residue50.pb2,-8.87E-06
471,DPC_GF.pb2,-9.04E-06
568,DPC_MC.pb2,-9.06E-06
490,DPC_HE.pb2,-9.88E-06
472,DPC_GG.pb2,-9.90E-06
496,DPC_HL.pb2,-1.20E-05
303,CTriad_g7.g2.g2.pb2,-1.26E-05
313,CTriad_g7.g3.g5.pb2,-1.26E-05
897,CTDD_hydrophobicity_FASG890101.1.residue25.pb2,-1.27E-05
921,CTDD_normwaalsvolume.3.residue0.pb2,-1.29E-05
553,DPC_LH.pb2,-1.30E-05
962,CTDD_charge.2.residue25.pb2,-1.33E-05
272,CTriad_g6.g4.g6.pb2,-1.39E-05
5,CTriad_g1.g1.g5.pb2,-1.41E-05
14,CTriad_g1.g2.g7.pb2,-1.43E-05
929,CTDD_polarity.1.residue75.pb2,-1.43E-05
452,DPC_FG.pb2,-1.51E-05
506,DPC_HY.pb2,-1.51E-05
918,CTDD_normwaalsvolume.2.residue50.pb2,-1.57E-05
20,CTriad_g1.g3.g6.pb2,-1.76E-05
292,CTriad_g6.g7.g5.pb2,-1.87E-05
1029,CTDT_polarizability.Tr1331.pb2,-1.90E-05
