tre.tip.label	V1	PRT	STY	V4	Avian	Canidae	Equidae	Hominidae	Phyllostomidae	Suidae	Prediction	Mismatch
CFC861HEM_AIT16690_Suidae_2012.875	CFC861HEM	NP	H1N1	Suidae	0	0	0	0	0	1	Suidae	TRUE
ZZQ515JUY_ANZ03695_Suidae_2015.113889	ZZQ515JUY	NP	H3N2	Suidae	0	0	0	0	0	1	Suidae	TRUE
EIK729SUZ_AGG53119_Suidae_2012.022222	EIK729SUZ	NP	H3N2	Suidae	0.2	0	0	0.2	0	0.6	Suidae	TRUE
DZA547XVP_ANZ03684_Suidae_2015.113889	DZA547XVP	NP	H3N2	Suidae	0	0	0	0	0	1	Suidae	TRUE
LKE719GUO_ADN24865_Hominidae_2009.416667	LKE719GUO	NP	H1N1	Hominidae	0	0	0	0	0	1	Suidae	FALSE
HNO151AHS_AHA38642_Hominidae_2013.008333	HNO151AHS	NP	H1N1	Hominidae	0.433333333333333	0	0	0.2	0	0.366666666666667	Avian	FALSE
MTS833EWF_AGI55356_Hominidae_2009.566667	MTS833EWF	NP	H1N1	Hominidae	0	0	0	0	0	1	Suidae	FALSE
IQR483ZCI_AKL90882_Hominidae_2012.072222	IQR483ZCI	NP	H1N1	Hominidae	0.3	0	0	0	0	0.7	Suidae	FALSE
TUP152QGD_ADN24844_Hominidae_2009.416667	TUP152QGD	NP	H1N1	Hominidae	0.00221623240491165	0	0	0	0	0.997783767595088	Suidae	FALSE
TBD245MCB_AEA29271_Suidae_2009.513889	TBD245MCB	NP	H1N1	Suidae	0.00221623240491165	0	0	0	0	0.997783767595088	Suidae	TRUE
PPW368KOD_ADN24900_Hominidae_2009.458333	PPW368KOD	NP	H1N1	Hominidae	0.00221623240491165	0	0	0	0	0.997783767595088	Suidae	FALSE
EVE279ACF_AGI52423_Hominidae_2009.747222	EVE279ACF	NP	H1N1	Hominidae	0.00221623240491165	0	0	0	0	0.997783767595088	Suidae	FALSE
RFA173DSF_ANZ03694_Suidae_2013.013889	RFA173DSF	NP	H3N2	Suidae	0	0	0	0.96453431372549	0	0.0354656862745098	Hominidae	FALSE
DFD495VSA_AGL04715_Hominidae_2012.166667	DFD495VSA	NP	H1N1	Hominidae	0.00221623240491165	0	0	0	0	0.997783767595088	Suidae	FALSE
VSA822LIU_AEA29272_Suidae_2009.666667	VSA822LIU	NP	H1N1	Suidae	0.00221623240491165	0	0	0	0	0.997783767595088	Suidae	TRUE
ZHT278VJW_ADN24790_Hominidae_2009.319444	ZHT278VJW	NP	H1N1	Hominidae	0.000628930817610063	0	0	0	0	0.99937106918239	Suidae	FALSE
WVY742JHG_AHM98955_Hominidae_2009	WVY742JHG	NP	H1N1	Hominidae	0.6	0	0	0.1	0	0.3	Avian	FALSE
WGT119DCC_ADN24784_Hominidae_2009.330556	WGT119DCC	NP	H1N1	Hominidae	0	0	0	0	0	1	Suidae	FALSE
IUK012HYV_ADN24910_Hominidae_2009.463889	IUK012HYV	NP	H1N1	Hominidae	0.00221623240491165	0	0	0	0	0.997783767595088	Suidae	FALSE
YXX064KAN_AGI52527_Hominidae_2009.694444	YXX064KAN	NP	H1N1	Hominidae	0.00221623240491165	0	0	0	0	0.997783767595088	Suidae	FALSE
EGA889UQW_CCD31012_Suidae_2010.833333	EGA889UQW	NP	H1N1	Suidae	0	0	0	0.08	0	0.92	Suidae	TRUE
AKC681NUJ_CCD33090_Suidae_2010.833333	AKC681NUJ	NP	H1N1	Suidae	0	0	0	0.08	0	0.92	Suidae	TRUE
YFI163IFJ_ACR01026_Suidae_2009	YFI163IFJ	NP	H1N1	Suidae	0	0	0	0	0	1	Suidae	TRUE
DTX853XVV_AGI54787_Hominidae_2009.272222	DTX853XVV	NP	H1N1	Hominidae	0.9	0	0	0	0	0.1	Avian	FALSE
LTR425BPW_ADN24924_Hominidae_2009.619444	LTR425BPW	NP	H1N1	Hominidae	0	0	0	0	0	1	Suidae	FALSE
XMJ317GHF_ANZ03693_Suidae_2014.502778	XMJ317GHF	NP	H3N2	Suidae	0	0	0	0.5	0	0.5	Hominidae	FALSE
OLD627INL_AGI53863_Hominidae_2009.933333	OLD627INL	NP	H1N1	Hominidae	0	0	0	0	0	1	Suidae	FALSE
LAO016IPH_AGI54132_Hominidae_2010.252778	LAO016IPH	NP	H1N1	Hominidae	0	0	0	0	0	1	Suidae	FALSE
GIH655JQQ_AEA29274_Suidae_2009.713889	GIH655JQQ	NP	H1N1	Suidae	0	0	0	0	0	1	Suidae	TRUE
XTS866RIZ_AKL91003_Hominidae_2012.027778	XTS866RIZ	NP	H1N1	Hominidae	0.3	0	0	0	0	0.7	Suidae	FALSE
YMO713TDT_ADN24860_Hominidae_2009.416667	YMO713TDT	NP	H1N1	Hominidae	0	0	0	0	0	1	Suidae	FALSE
DQA146RSB_AGI55268_Hominidae_2010.144444	DQA146RSB	NP	H1N1	Hominidae	0.000628930817610063	0	0	0	0	0.99937106918239	Suidae	FALSE
CDF316GYS_AGK73274_Hominidae_2011.052778	CDF316GYS	NP	H1N1	Hominidae	0.000628930817610063	0	0	0	0	0.99937106918239	Suidae	FALSE
JVW772PUY_AGK72593_Hominidae_2011.016667	JVW772PUY	NP	H1N1	Hominidae	0.000628930817610063	0	0	0	0	0.99937106918239	Suidae	FALSE
FSQ724QZM_ADN24845_Hominidae_2009.416667	FSQ724QZM	NP	H1N1	Hominidae	0.00221623240491165	0	0	0	0	0.997783767595088	Suidae	FALSE
YFM204QEQ_AGI54267_Hominidae_2010.194444	YFM204QEQ	NP	H1N1	Hominidae	0	0	0	0	0	1	Suidae	FALSE
DRX078SIJ_AGI52867_Hominidae_2010.147222	DRX078SIJ	NP	H1N1	Hominidae	0	0	0	0	0	1	Suidae	FALSE
DZM885SVS_ANZ03690_Suidae_2014.055556	DZM885SVS	NP	H3N2	Suidae	0	0	0	1	0	0	Hominidae	FALSE
VAW783JFF_AGI52494_Hominidae_2009.708333	VAW783JFF	NP	H1N1	Hominidae	0.000628930817610063	0	0	0	0	0.99937106918239	Suidae	FALSE
XHD864DSF_AEA29273_Suidae_2009.713889	XHD864DSF	NP	H1N1	Suidae	0	0	0	0	0	1	Suidae	TRUE
HRZ884BMP_AKL90893_Hominidae_2012.030556	HRZ884BMP	NP	H1N1	Hominidae	0.4	0	0	0	0	0.6	Suidae	FALSE
PYK011LUA_AKL90941_Hominidae_2012.072222	PYK011LUA	NP	H1N1	Hominidae	0.2	0	0	0	0	0.8	Suidae	FALSE
CLB523BGX_ADN24904_Hominidae_2009.525	CLB523BGX	NP	H1N1	Hominidae	0.000628930817610063	0	0	0	0	0.99937106918239	Suidae	FALSE
IMS512RRM_AGL05086_Hominidae_2012.144444	IMS512RRM	NP	H1N1	Hominidae	0	0	0	0	0	1	Suidae	FALSE
PHS972VFL_ADN24981_Hominidae_2009.791667	PHS972VFL	NP	H1N1	Hominidae	0	0	0	0	0	1	Suidae	FALSE
BPE909AWA_ADN24982_Hominidae_2009.786111	BPE909AWA	NP	H1N1	Hominidae	0	0	0	0	0	1	Suidae	FALSE
PWO360VIW_AGI54281_Hominidae_2010.186111	PWO360VIW	NP	H1N1	Hominidae	0.00221623240491165	0	0	0	0	0.997783767595088	Suidae	FALSE
AHE475GZL_ADN24913_Hominidae_2009.566667	AHE475GZL	NP	H1N1	Hominidae	0.000628930817610063	0	0	0	0	0.99937106918239	Suidae	FALSE
OJS556IPH_AIC65517_Hominidae_2012.419444	OJS556IPH	NP	H1N1	Hominidae	0.2	0	0	0	0	0.8	Suidae	FALSE
MXH365SXC_CCD31002_Suidae_2010.833333	MXH365SXC	NP	H1N1	Suidae	0	0	0	0.0666666666666667	0	0.933333333333333	Suidae	TRUE
SYK578ZGC_AGI55511_Hominidae_2009.658333	SYK578ZGC	NP	H1N1	Hominidae	0.00221623240491165	0	0	0	0	0.997783767595088	Suidae	FALSE
FXK787ULC_ADN24972_Hominidae_2009.713889	FXK787ULC	NP	H1N1	Hominidae	0.000628930817610063	0	0	0	0	0.99937106918239	Suidae	FALSE
POA445BTC_AGI53511_Hominidae_2009.702778	POA445BTC	NP	H1N1	Hominidae	0.000628930817610063	0	0	0	0	0.99937106918239	Suidae	FALSE
MRX843NVV_AKL90970_Hominidae_2012.030556	MRX843NVV	NP	H1N1	Hominidae	0.4	0	0	0	0	0.6	Suidae	FALSE
GEE252XXJ_AGI53004_Hominidae_2010.105556	GEE252XXJ	NP	H1N1	Hominidae	0	0	0	0	0	1	Suidae	FALSE
CZE061MTY_AGK73452_Hominidae_2011.127778	CZE061MTY	NP	H1N1	Hominidae	0.000628930817610063	0	0	0	0	0.99937106918239	Suidae	FALSE
DWT965NQH_AGK72724_Hominidae_2010.875	DWT965NQH	NP	H1N1	Hominidae	0.000628930817610063	0	0	0	0	0.99937106918239	Suidae	FALSE
CQQ018JHW_ASU06511_Hominidae_2009.925	CQQ018JHW	NP	H1N1	Hominidae	0.233333333333333	0	0	0	0	0.766666666666667	Suidae	FALSE
VMX056WDG_ADH29487_Hominidae_2009.691667	VMX056WDG	NP	H1N1	Hominidae	0.1	0	0	0	0	0.9	Suidae	FALSE
CYJ318NWQ_AHL80973_Hominidae_2011.036111	CYJ318NWQ	NP	H1N1	Hominidae	0.4	0	0	0	0	0.6	Suidae	FALSE
GAB675CHL_AHB24553_Suidae_2011.763889	GAB675CHL	NP	H1N1	Suidae	0.8	0	0	0	0	0.2	Avian	FALSE
YCH814HID_ASO97512_Hominidae_2012.944444	YCH814HID	NP	H1N1	Hominidae	0.7	0	0	0.1	0	0.2	Avian	FALSE
MUP582HPS_ASU06516_Hominidae_2012.741667	MUP582HPS	NP	H1N1	Hominidae	0.4	0	0	0	0	0.6	Suidae	FALSE
LPM313ZUF_AIC64811_Hominidae_2012.652778	LPM313ZUF	NP	H1N1	Hominidae	0.4	0.1	0	0.1	0	0.4	Avian	FALSE
HQK317FQD_ASU06512_Hominidae_2012.941667	HQK317FQD	NP	H1N1	Hominidae	0.6	0.2	0	0.1	0	0.1	Avian	FALSE
KWR415PVS_ADV74754_Suidae_2009.647222	KWR415PVS	NP	H1N1	Suidae	0.6	0	0	0	0	0.4	Avian	FALSE
FDF391ODS_AGI02498_Suidae_2011.575	FDF391ODS	NP	H1N1	Suidae	0.2	0	0	0.35	0	0.45	Suidae	TRUE
XHO918IFW_AEN68534_Suidae_2011.013889	XHO918IFW	NP	H3N2	Suidae	0.1	0	0	0.5	0	0.4	Hominidae	FALSE
GNW622TCU_ASU06515_Hominidae_2009	GNW622TCU	NP	H1N1	Hominidae	0.3	0	0	0	0	0.7	Suidae	FALSE
MKS131SDY_AOT92327_Hominidae_2016.147222	MKS131SDY	NP	H1N1	Hominidae	0	0	0	0	0	1	Suidae	FALSE
RDW534ENL_AOZ85923_Hominidae_2016.144444	RDW534ENL	NP	H1N1	Hominidae	0	0	0	0	0	1	Suidae	FALSE
PSG951CCY_ANM87677_Hominidae_2016.047222	PSG951CCY	NP	H1N1	Hominidae	0	0	0	0	0	1	Suidae	FALSE
FUK793BIX_ANE26756_Hominidae_2015.963889	FUK793BIX	NP	H1N1	Hominidae	0	0	0	0	0	1	Suidae	FALSE
MEV331EON_ANE27542_Hominidae_2016.008333	MEV331EON	NP	H1N1	Hominidae	0.1	0	0	0	0	0.9	Suidae	FALSE
GSJ897SAI_AMA11356_Hominidae_2015.875	GSJ897SAI	NP	H1N1	Hominidae	0	0	0	0	0	1	Suidae	FALSE
HYK811VMJ_ASW32344_Hominidae_2017.227778	HYK811VMJ	NP	H1N1	Hominidae	0	0	0	0	0	1	Suidae	FALSE
WFT609SDO_ANE29109_Hominidae_2016.080556	WFT609SDO	NP	H1N1	Hominidae	0	0	0	0	0	1	Suidae	FALSE
YRO670TXX_AUP48074_Hominidae_2017.95	YRO670TXX	NP	H1N1	Hominidae	0	0	0	0	0	1	Suidae	FALSE
OZZ513NID_APH11055_Hominidae_2016.783333	OZZ513NID	NP	H1N1	Hominidae	0	0	0	0	0	1	Suidae	FALSE
LDX693NBC_AUP48762_Hominidae_2017.9	LDX693NBC	NP	H1N1	Hominidae	0	0	0	0	0	1	Suidae	FALSE
PXI443QBS_AOW44635_Hominidae_2016.244444	PXI443QBS	NP	H1N1	Hominidae	0	0	0	0	0	1	Suidae	FALSE
EAI988JJW_AOZ85788_Hominidae_2016.088889	EAI988JJW	NP	H1N1	Hominidae	0	0	0	0	0	1	Suidae	FALSE
EYR718JVL_ALH26904_Hominidae_2014.9	EYR718JVL	NP	H1N1	Hominidae	0	0	0	0	0	1	Suidae	FALSE
IJD839QKN_ANM88545_Hominidae_2016.097222	IJD839QKN	NP	H1N1	Hominidae	0	0	0	0	0	1	Suidae	FALSE
ODH642ELE_ANM93616_Hominidae_2016.175	ODH642ELE	NP	H1N1	Hominidae	0	0	0	0	0	1	Suidae	FALSE
GIO633DUU_ANE27746_Hominidae_2016.002778	GIO633DUU	NP	H1N1	Hominidae	0	0	0	0	0	1	Suidae	FALSE
KHL051BSK_ANM93495_Hominidae_2016.175	KHL051BSK	NP	H1N1	Hominidae	0	0	0	0	0	1	Suidae	FALSE
UDK584HTR_ANM94474_Hominidae_2016.241667	UDK584HTR	NP	H1N1	Hominidae	0	0	0	0	0	1	Suidae	FALSE
YUH396LGH_ANE29565_Hominidae_2016.061111	YUH396LGH	NP	H1N1	Hominidae	0	0	0	0	0	1	Suidae	FALSE
LGC464LOY_AOT87581_Hominidae_2016.327778	LGC464LOY	NP	H1N1	Hominidae	0	0	0	0	0	1	Suidae	FALSE
LKG917DZN_ANM90569_Hominidae_2016	LKG917DZN	NP	H1N1	Hominidae	0	0	0	0	0	1	Suidae	FALSE
ZPY592MUZ_ANM92637_Hominidae_2016.205556	ZPY592MUZ	NP	H1N1	Hominidae	0	0	0	0	0	1	Suidae	FALSE
YNY732GKB_ANM93099_Hominidae_2016.186111	YNY732GKB	NP	H1N1	Hominidae	0	0	0	0	0	1	Suidae	FALSE
IHR246JXA_ASZ79422_Hominidae_2017.572222	IHR246JXA	NP	H1N1	Hominidae	0	0	0	0	0	1	Suidae	FALSE
EWY176DSC_ANM92912_Hominidae_2016.180556	EWY176DSC	NP	H1N1	Hominidae	0	0	0	0	0	1	Suidae	FALSE
QVQ219XTM_AOZ85541_Hominidae_2015.852778	QVQ219XTM	NP	H1N1	Hominidae	0	0	0	0	0	1	Suidae	FALSE
CFX681TFO_ATY75235_Hominidae_2017.661111	CFX681TFO	NP	H1N1	Hominidae	0	0	0	0	0	1	Suidae	FALSE
UBN493KHR_ANE28754_Hominidae_2016.05	UBN493KHR	NP	H1N1	Hominidae	0	0	0	0	0	1	Suidae	FALSE
PED030MBC_ANM93627_Hominidae_2016.197222	PED030MBC	NP	H1N1	Hominidae	0	0	0	0	0	1	Suidae	FALSE
CRO584CVI_AOT87218_Hominidae_2016.180556	CRO584CVI	NP	H1N1	Hominidae	0	0	0	0	0	1	Suidae	FALSE
CAH310EAH_AOT93240_Hominidae_2016.358333	CAH310EAH	NP	H1N1	Hominidae	0	0	0	0	0	1	Suidae	FALSE
HHV579CTV_AOZ86425_Hominidae_2016.122222	HHV579CTV	NP	H1N1	Hominidae	0	0	0	0	0	1	Suidae	FALSE
SGI803PPX_APH11082_Hominidae_2016.744444	SGI803PPX	NP	H1N1	Hominidae	0	0	0	0	0	1	Suidae	FALSE
WDZ230RQW_AOW44847_Hominidae_2015.813889	WDZ230RQW	NP	H1N1	Hominidae	0	0	0	0	0	1	Suidae	FALSE
GQY765DKC_ANM88688_Hominidae_2016.147222	GQY765DKC	NP	H1N1	Hominidae	0	0	0	0	0	1	Suidae	FALSE
KFQ620ACO_ANM93341_Hominidae_2016.186111	KFQ620ACO	NP	H1N1	Hominidae	0	0	0	0	0	1	Suidae	FALSE
CSR122ERU_AOT87922_Hominidae_2016.305556	CSR122ERU	NP	H1N1	Hominidae	0	0	0	0	0	1	Suidae	FALSE
PLQ318HSY_AQS98410_Hominidae_2017.055556	PLQ318HSY	NP	H1N1	Hominidae	0	0	0	0	0	1	Suidae	FALSE
TNN596QPJ_AOZ81517_Hominidae_2016.683333	TNN596QPJ	NP	H1N1	Hominidae	0	0	0	0	0	1	Suidae	FALSE
ISR211KFW_AOZ85616_Hominidae_2015.952778	ISR211KFW	NP	H1N1	Hominidae	0	0	0	0	0	1	Suidae	FALSE
ZOP557OUZ_AOT87427_Hominidae_2016.280556	ZOP557OUZ	NP	H1N1	Hominidae	0	0	0	0	0	1	Suidae	FALSE
NTE287UIE_ANM88391_Hominidae_2016.097222	NTE287UIE	NP	H1N1	Hominidae	0	0	0	0	0	1	Suidae	FALSE
NVS772NLB_ANM91229_Hominidae_2016.077778	NVS772NLB	NP	H1N1	Hominidae	0	0	0	0	0	1	Suidae	FALSE
HPL823RJA_ANM91724_Hominidae_2016.105556	HPL823RJA	NP	H1N1	Hominidae	0	0	0	0	0	1	Suidae	FALSE
UXE778ZAF_ANM94969_Hominidae_2016.230556	UXE778ZAF	NP	H1N1	Hominidae	0	0	0	0	0	1	Suidae	FALSE
KBU062FZV_AOT87801_Hominidae_2016.269444	KBU062FZV	NP	H1N1	Hominidae	0	0	0	0	0	1	Suidae	FALSE
BUS972PLO_ANM91438_Hominidae_2016.125	BUS972PLO	NP	H1N1	Hominidae	0	0	0	0	0	1	Suidae	FALSE
RVD482TXX_AOT92943_Hominidae_2016.186111	RVD482TXX	NP	H1N1	Hominidae	0	0	0	0	0	1	Suidae	FALSE
HHD661PSD_AOT88483_Hominidae_2016.277778	HHD661PSD	NP	H1N1	Hominidae	0	0	0	0	0	1	Suidae	FALSE
ZUK351HWY_ATI22854_Hominidae_2017.647222	ZUK351HWY	NP	H1N1	Hominidae	0	0	0	0	0	1	Suidae	FALSE
QVJ935ZAW_ANE28577_Hominidae_2015.983333	QVJ935ZAW	NP	H1N1	Hominidae	0	0	0	0	0	1	Suidae	FALSE
KFV710TLY_AOT92723_Hominidae_2016.158333	KFV710TLY	NP	H1N1	Hominidae	0	0	0	0	0	1	Suidae	FALSE
CCA325TZZ_AOT88362_Hominidae_2016.338889	CCA325TZZ	NP	H1N1	Hominidae	0	0	0	0	0	1	Suidae	FALSE
ZNV942MHX_AOW44567_Hominidae_2016.066667	ZNV942MHX	NP	H1N1	Hominidae	0	0	0	0	0	1	Suidae	FALSE
WOW485CKR_ANM90393_Hominidae_2016.088889	WOW485CKR	NP	H1N1	Hominidae	0	0	0	0	0	1	Suidae	FALSE
KPV553EHR_ANM90844_Hominidae_2016.108333	KPV553EHR	NP	H1N1	Hominidae	0	0	0	0	0	1	Suidae	FALSE
YWB068PGX_ASU06510_Hominidae_2015.105556	YWB068PGX	NP	H1N1	Hominidae	0.7	0	0	0	0	0.3	Avian	FALSE
FXP739RBK_AQS20097_Hominidae_2017.016667	FXP739RBK	NP	H1N1	Hominidae	0	0	0	0	0	1	Suidae	FALSE
JLG492TZA_ANM89524_Hominidae_2016.127778	JLG492TZA	NP	H1N1	Hominidae	0	0	0	0	0	1	Suidae	FALSE
YRF020KXM_AUI43564_Hominidae_2017.869444	YRF020KXM	NP	H1N1	Hominidae	0	0	0	0	0	1	Suidae	FALSE
VKM324EVJ_ANM94705_Hominidae_2016.261111	VKM324EVJ	NP	H1N1	Hominidae	0	0	0	0	0	1	Suidae	FALSE
NVQ968JNB_ANM92659_Hominidae_2016.211111	NVQ968JNB	NP	H1N1	Hominidae	0	0	0	0	0	1	Suidae	FALSE
LTR046QJU_ANM93429_Hominidae_2016.233333	LTR046QJU	NP	H1N1	Hominidae	0	0	0	0	0	1	Suidae	FALSE
MUV888BOA_ANM92208_Hominidae_2016.183333	MUV888BOA	NP	H1N1	Hominidae	0	0	0	0	0	1	Suidae	FALSE
LWP435MWU_ANM92681_Hominidae_2016.191667	LWP435MWU	NP	H1N1	Hominidae	0	0	0	0	0	1	Suidae	FALSE
DNT841ROI_ANM93275_Hominidae_2016.205556	DNT841ROI	NP	H1N1	Hominidae	0	0	0	0	0	1	Suidae	FALSE
IRU017TSB_ANM94573_Hominidae_2016.227778	IRU017TSB	NP	H1N1	Hominidae	0	0	0	0	0	1	Suidae	FALSE
XXV484PQA_ANE28483_Hominidae_2015.963889	XXV484PQA	NP	H1N1	Hominidae	0	0	0	0	0	1	Suidae	FALSE
NKG725FOF_AOW44664_Hominidae_2016.25	NKG725FOF	NP	H1N1	Hominidae	0	0	0	0	0	1	Suidae	FALSE
ZIT224FQY_ANM93539_Hominidae_2016.211111	ZIT224FQY	NP	H1N1	Hominidae	0	0	0	0	0	1	Suidae	FALSE
XQD938FOH_AOT87185_Hominidae_2016.188889	XQD938FOH	NP	H1N1	Hominidae	0	0	0	0	0	1	Suidae	FALSE
UAB934ZZN_AOZ81433_Hominidae_2016.266667	UAB934ZZN	NP	H1N1	Hominidae	0	0	0	0	0	1	Suidae	FALSE
LBS866PKU_AOT88494_Hominidae_2016.363889	LBS866PKU	NP	H1N1	Hominidae	0	0	0	0	0	1	Suidae	FALSE
YRJ218IFH_APC60142_Hominidae_2014.347222	YRJ218IFH	NP	H1N1	Hominidae	0	0	0	0	0	1	Suidae	FALSE
SZO600WGH_AOZ81453_Hominidae_2016.372222	SZO600WGH	NP	H1N1	Hominidae	0	0	0	0	0	1	Suidae	FALSE
LVN804RFH_ANM87249_Hominidae_2016.011111	LVN804RFH	NP	H1N1	Hominidae	0	0	0	0	0	1	Suidae	FALSE
ZDD763WOV_AGI02456_Suidae_2011.458333	ZDD763WOV	NP	H1N1	Suidae	0.333333333333333	0	0	0	0	0.666666666666667	Suidae	TRUE
ABK768WHU_AOT92778_Hominidae_2016.044444	ABK768WHU	NP	H1N1	Hominidae	0	0	0	0	0	1	Suidae	FALSE
LGF925BLX_AOT92822_Hominidae_2016.108333	LGF925BLX	NP	H1N1	Hominidae	0	0	0	0	0	1	Suidae	FALSE
HBW978WDW_AOT93658_Hominidae_2016.130556	HBW978WDW	NP	H1N1	Hominidae	0	0	0	0	0	1	Suidae	FALSE
ACP116IBL_ALH42353_Hominidae_2015.655556	ACP116IBL	NP	H1N1	Hominidae	0	0	0	0	0	1	Suidae	FALSE
BCS518QPV_ALH26587_Hominidae_2015.213889	BCS518QPV	NP	H1N1	Hominidae	0	0	0	0	0	1	Suidae	FALSE
FNJ359KHO_ALH26501_Hominidae_2015.194444	FNJ359KHO	NP	H1N1	Hominidae	0	0	0	0	0	1	Suidae	FALSE
ZUN925MHE_ALH26790_Hominidae_2015.202778	ZUN925MHE	NP	H1N1	Hominidae	0	0	0	0	0	1	Suidae	FALSE
NHU036BLN_AMA11465_Hominidae_2015.561111	NHU036BLN	NP	H1N1	Hominidae	0	0	0	0	0	1	Suidae	FALSE
QWR042HDD_ADY71591_Suidae_2008.411111	QWR042HDD	NP	H1N2	Suidae	0.1	0	0	0.2	0	0.7	Suidae	TRUE
AHT885BBC_ACN85536_Suidae_2007.427778	AHT885BBC	NP	H1N1	Suidae	0.3	0	0.1	0.2	0	0.4	Suidae	TRUE
ZQO755WFB_ADY16841_Suidae_2009.833333	ZQO755WFB	NP	H1N2	Suidae	0.3	0	0	0.5	0	0.2	Hominidae	FALSE
LHO451TDU_ADD21458_Suidae_2008.863889	LHO451TDU	NP	H1N1	Suidae	0.4	0.1	0	0	0	0.5	Suidae	TRUE
SRI046MVE_AEC14319_Suidae_2007	SRI046MVE	NP	H1N1	Suidae	0.7	0	0	0.1	0	0.2	Avian	FALSE
CFL517XKG_ABW71485_Suidae_1935	CFL517XKG	NP	H1N1	Suidae	0.6	0	0	0	0	0.4	Avian	FALSE
MKN300YPS_AHA38600_Hominidae_2012.994444	MKN300YPS	NP	H1N1	Hominidae	0.5	0	0.2	0.1	0	0.2	Avian	FALSE
NEJ913JOK_AHB59342_Suidae_2013.852778	NEJ913JOK	NP	H1N1	Suidae	0.7	0	0	0	0	0.3	Avian	FALSE
