tre.tip.label	V1	PRT	STY	V4	Avian	Canidae	Equidae	Hominidae	Phyllostomidae	Suidae	Prediction	Mismatch
ANW607FAX_ACK57692_Suidae_2008.25	ANW607FAX	PB1	H1N1	Suidae	0.2	0.2	0	0	0	0.6	Suidae	TRUE
TFV499IFF_ACK57782_Suidae_2008.166667	TFV499IFF	PB1	H1N1	Suidae	0.1	0.2	0	0	0	0.7	Suidae	TRUE
MBE410KUD_ACY06491_Suidae_2009	MBE410KUD	PB1	H1N1	Suidae	0	0	0	0	0	1	Suidae	TRUE
HGC301YDR_ACY06489_Suidae_2008	HGC301YDR	PB1	H1N1	Suidae	0	0	0	0	0	1	Suidae	TRUE
QCG863XHG_AIT93161_Suidae_2014.008333	QCG863XHG	PB1	H1N1	Suidae	0.1	0	0	0	0	0.9	Suidae	TRUE
CLP381CGY_ADK26595_Suidae_2006.833333	CLP381CGY	PB1	H1N1	Suidae	0	0	0	0	0	1	Suidae	TRUE
DXI262AON_ADY71369_Suidae_2005.075	DXI262AON	PB1	H1N1	Suidae	0	0	0	0	0	1	Suidae	TRUE
NXB749LLA_AIE48506_Suidae_2010.594444	NXB749LLA	PB1	H1N1	Suidae	0	0	0	0	0	1	Suidae	TRUE
HHT070NYD_AIE49259_Suidae_2010.869444	HHT070NYD	PB1	H1N1	Suidae	0	0	0	0	0	1	Suidae	TRUE
YZT649NJR_AEK86129_Suidae_2010.408333	YZT649NJR	PB1	H1N1	Suidae	0	0	0	0	0	1	Suidae	TRUE
JUK816RAP_ACF94706_Suidae_2003.25	JUK816RAP	PB1	H3N2	Suidae	0	0	0	0	0	1	Suidae	TRUE
VPA841NMJ_ACR39200_Suidae_2003.772222	VPA841NMJ	PB1	H1N1	Suidae	0	0	0	0	0	1	Suidae	TRUE
ANT400YEG_AGJ73459_Suidae_2009.880556	ANT400YEG	PB1	H3N2	Suidae	0.1	0	0	0.2	0	0.7	Suidae	TRUE
RUW906PIU_AGK24415_Suidae_2009.877778	RUW906PIU	PB1	H3N2	Suidae	0.1	0	0	0.2	0	0.7	Suidae	TRUE
GBK397COR_AGK24285_Suidae_2009.877778	GBK397COR	PB1	H3N2	Suidae	0	0	0	0	0	1	Suidae	TRUE
JUC704DRE_ADG01935_Suidae_2010	JUC704DRE	PB1	H1N1	Suidae	0	0	0	0	0	1	Suidae	TRUE
LIQ523WUH_ACZ62763_Suidae_2002.113889	LIQ523WUH	PB1	H1N1	Suidae	0.4	0	0.1	0.3	0	0.2	Avian	FALSE
DLE504ZCH_ALX29403_Suidae_2013	DLE504ZCH	PB1	H1N2	Suidae	0	0	0	0	0	1	Suidae	TRUE
ELD486PLN_ALX30179_Suidae_2015	ELD486PLN	PB1	H3N2	Suidae	0.4	0	0.4	0.1	0	0.1	Avian	FALSE
NHY606PXK_AKJ81068_Suidae_2012	NHY606PXK	PB1	H1N1	Suidae	0	0	0	0	0	1	Suidae	TRUE
HSO118CDP_AGG53096_Suidae_2010.608333	HSO118CDP	PB1	H1N1	Suidae	0	0	0	0	0	1	Suidae	TRUE
GNW070MSH_AHI97690_Suidae_2012.063889	GNW070MSH	PB1	H1N1	Suidae	0.1	0	0	0	0	0.9	Suidae	TRUE
VBD865ZWN_AGG53085_Suidae_2010.608333	VBD865ZWN	PB1	H1N1	Suidae	0	0	0	0	0	1	Suidae	TRUE
SWQ956AWX_AFC35416_Phyllostomidae_2009.333333	SWQ956AWX	PB1	H17N10	Phyllostomidae	0.5	0	0	0	0.5	0	Avian	FALSE
QRK481DPV_AGX84932_Phyllostomidae_2010	QRK481DPV	PB1	H18N11	Phyllostomidae	0.5	0	0	0.1	0	0.4	Avian	FALSE
ZPS629KJE_AKJ81948_Suidae_2012.541667	ZPS629KJE	PB1	H1N1	Suidae	0	0	0	0	0	1	Suidae	TRUE
VRG088KPZ_ADK48782_Suidae_2010	VRG088KPZ	PB1	H1N2	Suidae	0.6	0	0	0.4	0	0	Avian	FALSE
LKT766QZF_ALX29265_Suidae_2012	LKT766QZF	PB1	H1N1	Suidae	0.4	0	0	0.5	0	0.1	Hominidae	FALSE
BXJ817WSR_ADL64055_Avian_2004.144444	BXJ817WSR	PB1	H9N2	Avian	0.6	0	0	0.4	0	0	Avian	TRUE
BAM453IHG_ABV47198_Avian_2005	BAM453IHG	PB1	H9N2	Avian	0.4	0	0	0.1	0	0.5	Suidae	FALSE
DDJ702IDG_ABV47242_Avian_2005	DDJ702IDG	PB1	H9N2	Avian	0.4	0	0	0.2	0	0.4	Avian	TRUE
JFR378LCU_ABV47209_Avian_2005	JFR378LCU	PB1	H9N2	Avian	0.3	0	0	0.1	0	0.6	Suidae	FALSE
YCV970NEF_ABV47176_Avian_2005	YCV970NEF	PB1	H9N2	Avian	0.3	0	0	0.1	0	0.6	Suidae	FALSE
PQN845GWB_ABV47231_Avian_2005	PQN845GWB	PB1	H9N2	Avian	0.4	0	0	0.1	0	0.5	Suidae	FALSE
SFE995WKU_ABV47264_Avian_2005	SFE995WKU	PB1	H9N2	Avian	0.4	0	0	0.2	0	0.4	Avian	TRUE
AJH297UIF_ABV47253_Avian_2005	AJH297UIF	PB1	H9N2	Avian	0.4	0	0	0.3	0	0.3	Avian	TRUE
TCR927KWT_ABV47759_Avian_2005	TCR927KWT	PB1	H9N2	Avian	0.5	0.1	0	0.1	0	0.3	Avian	TRUE
PVQ519TXQ_ABV47396_Avian_2005	PVQ519TXQ	PB1	H9N2	Avian	0.2	0	0	0.3	0	0.5	Suidae	FALSE
QIW041RVN_ABV47132_Avian_2005	QIW041RVN	PB1	H9N2	Avian	0.3	0	0	0.4	0	0.3	Hominidae	FALSE
VRC741ETW_ABV47165_Avian_2005	VRC741ETW	PB1	H9N2	Avian	0.3	0	0	0.4	0	0.3	Hominidae	FALSE
MMZ289BNZ_ABV47143_Avian_2005	MMZ289BNZ	PB1	H9N2	Avian	0.3	0	0	0.4	0	0.3	Hominidae	FALSE
PCE549FUW_ABV47110_Avian_2005	PCE549FUW	PB1	H9N2	Avian	0.2	0	0	0.3	0	0.5	Suidae	FALSE
UKB330NDB_ABV47077_Avian_2005	UKB330NDB	PB1	H9N2	Avian	0.3	0	0.1	0.3	0	0.3	Avian	TRUE
XEO886TIY_ABV47099_Avian_2005	XEO886TIY	PB1	H9N2	Avian	0.3	0	0.1	0.3	0	0.3	Avian	TRUE
XKM002UGQ_ABV47088_Avian_2005	XKM002UGQ	PB1	H9N2	Avian	0.3	0	0.1	0.3	0	0.3	Avian	TRUE
JNE483IYH_ABV47154_Avian_2005	JNE483IYH	PB1	H9N2	Avian	0.3	0	0.1	0.2	0	0.4	Suidae	FALSE
PRJ318RIJ_AGQ83381_Avian_2005	PRJ318RIJ	PB1	H9N2	Avian	0.6	0	0	0.4	0	0	Avian	TRUE
ECY975JEF_AGQ83383_Avian_2005	ECY975JEF	PB1	H9N2	Avian	0.6	0	0	0.4	0	0	Avian	TRUE
KAX156KQD_AGQ83459_Avian_2008	KAX156KQD	PB1	H9N2	Avian	0.2	0	0.2	0.1	0	0.5	Suidae	FALSE
YVK725NAB_ABV47033_Avian_2005	YVK725NAB	PB1	H9N2	Avian	0.4	0	0.1	0.3	0	0.2	Avian	TRUE
NLA150CGN_ABV47044_Avian_2005	NLA150CGN	PB1	H9N2	Avian	0.3	0	0	0.3	0	0.4	Suidae	FALSE
EFN030AWS_ABV46873_Avian_2004	EFN030AWS	PB1	H9N2	Avian	0.4	0	0.2	0.1	0	0.3	Avian	TRUE
GRX160XCD_ABV48177_Avian_2004	GRX160XCD	PB1	H9N2	Avian	0.5	0	0.2	0.1	0	0.2	Avian	TRUE
NDH118OAA_ABV46818_Avian_2004	NDH118OAA	PB1	H9N2	Avian	0.5	0	0.2	0.1	0	0.2	Avian	TRUE
FHR691YSD_ABV46840_Avian_2004	FHR691YSD	PB1	H9N2	Avian	0.4	0	0.2	0.1	0	0.3	Avian	TRUE
FDJ285WDJ_ABV48243_Avian_2004	FDJ285WDJ	PB1	H9N2	Avian	0.3	0	0.3	0.3	0	0.1	Avian	TRUE
BOO599WQH_ABV46807_Avian_2004	BOO599WQH	PB1	H9N2	Avian	0.2	0	0.3	0.2	0	0.3	Equidae	FALSE
MAG474MWA_ABV48582_Avian_2001	MAG474MWA	PB1	H9N2	Avian	0.6	0	0.1	0.2	0	0.1	Avian	TRUE
GPZ165ORO_AHA38475_Avian_2005.311111	GPZ165ORO	PB1	H9N2	Avian	0.3	0.1	0.5	0	0	0.1	Equidae	FALSE
MEJ003ZCY_ABV48604_Avian_2001	MEJ003ZCY	PB1	H9N2	Avian	0.6	0	0	0.1	0	0.3	Avian	TRUE
JPL477ZFF_ABV46456_Avian_2003	JPL477ZFF	PB1	H9N2	Avian	0.7	0	0	0.3	0	0	Avian	TRUE
IFV828NNB_ACA42436_Suidae_2004	IFV828NNB	PB1	H9N2	Suidae	0.1	0.1	0.1	0.4	0	0.3	Hominidae	FALSE
QFN029SHL_ACY06495_Suidae_2007	QFN029SHL	PB1	H3N2	Suidae	1	0	0	0	0	0	Avian	FALSE
IIZ969ANJ_ACY06496_Suidae_2007	IIZ969ANJ	PB1	H3N2	Suidae	0.9	0	0	0	0	0.1	Avian	FALSE
VQD073WMH_ACN59674_Avian_1999.191667	VQD073WMH	PB1	H9N2	Avian	0.5	0	0	0.3	0	0.2	Avian	TRUE
TGM108BDI_ACN59744_Avian_1998.302778	TGM108BDI	PB1	H9N2	Avian	0.3	0	0.1	0.2	0	0.4	Suidae	FALSE
WTW786ZXX_AF508635_Avian_1996	WTW786ZXX	PB1	H9N2	Avian	0.5	0	0	0.1	0	0.4	Avian	TRUE
HXS917LMI_ABV47638_Avian_2002	HXS917LMI	PB1	H9N2	Avian	0.6	0	0	0.3	0	0.1	Avian	TRUE
WLM715JGC_ABV48353_Avian_2001	WLM715JGC	PB1	H9N2	Avian	0.8	0	0	0.1	0	0.1	Avian	TRUE
WTH141RFE_ABV46368_Avian_2002	WTH141RFE	PB1	H9N2	Avian	1	0	0	0	0	0	Avian	TRUE
HCF847QVE_ABV48593_Avian_2001	HCF847QVE	PB1	H9N2	Avian	0.9	0	0	0.1	0	0	Avian	TRUE
QKK206OYF_ABV46947_Avian_2002	QKK206OYF	PB1	H9N2	Avian	0.6	0	0	0.2	0	0.2	Avian	TRUE
WHN720LSH_ABV46357_Avian_2002	WHN720LSH	PB1	H9N2	Avian	0.8	0	0	0.1	0	0.1	Avian	TRUE
EIG243OTN_ABV46335_Avian_2001	EIG243OTN	PB1	H9N2	Avian	0.7	0	0	0.1	0	0.2	Avian	TRUE
EQT173IAL_AHB52083_Suidae_2004.916667	EQT173IAL	PB1	H1N1	Suidae	0.2	0	0	0.6	0	0.2	Hominidae	FALSE
GHK504HIZ_ABV46670_Avian_2004	GHK504HIZ	PB1	H9N2	Avian	0.6	0	0	0.2	0	0.2	Avian	TRUE
WBI040NQL_ABV48505_Avian_2000	WBI040NQL	PB1	H9N2	Avian	0.7	0	0	0.2	0	0.1	Avian	TRUE
NNJ970OOM_ABV48560_Avian_2000	NNJ970OOM	PB1	H9N2	Avian	0.7	0	0	0	0	0.3	Avian	TRUE
UMU871YBB_ABV48516_Avian_2000	UMU871YBB	PB1	H9N2	Avian	0.9	0	0	0	0	0.1	Avian	TRUE
UMF169OFB_ABV48538_Avian_2000	UMF169OFB	PB1	H9N2	Avian	0.8	0	0	0	0	0.2	Avian	TRUE
JCX715RPP_ABV48483_Avian_2000	JCX715RPP	PB1	H9N2	Avian	0.6	0	0	0.2	0	0.2	Avian	TRUE
TFK722COW_ABV47715_Avian_2003	TFK722COW	PB1	H9N2	Avian	0.5	0	0	0.2	0	0.3	Avian	TRUE
RDW014SOI_ABV47737_Avian_2004	RDW014SOI	PB1	H9N2	Avian	0.5	0	0	0	0	0.5	Avian	TRUE
KKI424HOV_ABV47385_Avian_2002	KKI424HOV	PB1	H9N2	Avian	0.7	0	0	0.1	0	0.2	Avian	TRUE
QNE554LXZ_ABV47462_Avian_2005	QNE554LXZ	PB1	H9N2	Avian	0.9	0	0	0.1	0	0	Avian	TRUE
ORK960USC_ABV47484_Avian_2005	ORK960USC	PB1	H9N2	Avian	0.8	0	0	0.1	0	0.1	Avian	TRUE
ENL732ONI_ABV47451_Avian_2005	ENL732ONI	PB1	H9N2	Avian	0.9	0	0	0.1	0	0	Avian	TRUE
GTL678OTA_ABV47363_Avian_2005	GTL678OTA	PB1	H9N2	Avian	0.8	0	0	0.1	0	0.1	Avian	TRUE
ICR679OHI_ABV47748_Avian_2004	ICR679OHI	PB1	H9N2	Avian	0.6	0	0	0.2	0	0.2	Avian	TRUE
NBH237KKU_ABV47726_Avian_2004	NBH237KKU	PB1	H9N2	Avian	0.8	0	0	0.2	0	0	Avian	TRUE
EVM052SHL_ABV47605_Avian_2001	EVM052SHL	PB1	H9N2	Avian	0.5	0	0	0.2	0	0.3	Avian	TRUE
ZGH509KCU_AEX92927_Hominidae_1934	ZGH509KCU	PB1	H1N1	Hominidae	0.1	0	0	0.5	0	0.4	Hominidae	TRUE
XVB037VGO_AEX92935_Hominidae_1934	XVB037VGO	PB1	H1N1	Hominidae	0.2	0	0.1	0.4	0	0.3	Hominidae	TRUE
LGA991BTH_AEX92918_Hominidae_1934	LGA991BTH	PB1	H1N1	Hominidae	0.2	0	0	0.6	0	0.2	Hominidae	TRUE
ZTY803FFV_AFM71832_Hominidae_1992	ZTY803FFV	PB1	H3N2	Hominidae	0	0	0	0.8	0	0.2	Hominidae	TRUE
CKV128SLD_AFM71799_Hominidae_1979	CKV128SLD	PB1	H3N2	Hominidae	0.1	0	0	0.6	0	0.3	Hominidae	TRUE
KRQ571IUI_AGL45447_Suidae_1976	KRQ571IUI	PB1	H1N1	Suidae	0.4	0	0	0.2	0	0.4	Avian	FALSE
LWL166WUD_ADZ05853_Hominidae_2009.322222	LWL166WUD	PB1	H1N1	Hominidae	0.5	0	0	0.3	0	0.2	Avian	FALSE
DWJ114WDF_AGR49788_Hominidae_2009.127778	DWJ114WDF	PB1	H1N1	Hominidae	0.3	0	0.2	0.4	0	0.1	Hominidae	TRUE
ZRD820VNV_ATU81624_Hominidae_2007	ZRD820VNV	PB1	H1N1	Hominidae	0.4	0	0	0.3	0	0.3	Avian	FALSE
PWY501HWA_AFJ76128_Hominidae_2009.586111	PWY501HWA	PB1	H1N1	Hominidae	0.4	0.1	0.3	0.1	0	0.1	Avian	FALSE
YCB945SGZ_ADT78905_Hominidae_1953	YCB945SGZ	PB1	H1N1	Hominidae	0.5	0	0	0.5	0	0	Avian	FALSE
FZQ695RHW_ATP61527_Canidae_2015.958333	FZQ695RHW	PB1	H3N2	Canidae	0.6	0	0	0.2	0	0.2	Avian	FALSE
TCB721KRF_ATQ39033_Canidae_2015.9	TCB721KRF	PB1	H3N2	Canidae	0.4	0	0	0.2	0	0.4	Avian	FALSE
CIV620GWJ_BAL04273_Avian_2011	CIV620GWJ	PB1	H5N1	Avian	0.4	0	0	0.4	0	0.2	Avian	TRUE
TBB378RJW_BAL04465_Avian_2011	TBB378RJW	PB1	H5N1	Avian	0.3	0	0.1	0.3	0	0.3	Avian	TRUE
WSM804KAN_BAL04659_Avian_2011	WSM804KAN	PB1	H5N1	Avian	0.3	0	0	0.3	0	0.4	Suidae	FALSE
ZJF805VLR_BAM21517_Avian_2012.133333	ZJF805VLR	PB1	H5N1	Avian	0.9	0	0	0	0	0.1	Avian	TRUE
SVX579FGD_BAM22635_Avian_2012.130556	SVX579FGD	PB1	H5N1	Avian	1	0	0	0	0	0	Avian	TRUE
VTO533PLH_BAL04303_Avian_2011	VTO533PLH	PB1	H5N1	Avian	0.4	0	0.3	0.1	0	0.2	Avian	TRUE
NYV678HHG_BAL04313_Avian_2011	NYV678HHG	PB1	H5N1	Avian	0.4	0	0	0.3	0	0.3	Avian	TRUE
IRO137XAS_BAL04293_Avian_2011	IRO137XAS	PB1	H5N1	Avian	0.3	0	0	0.3	0	0.4	Suidae	FALSE
IML870SRG_BAL14147_Avian_2011.102778	IML870SRG	PB1	H5N1	Avian	0.7	0	0.1	0	0	0.2	Avian	TRUE
XGP754UBT_BAL04321_Avian_2011	XGP754UBT	PB1	H5N1	Avian	0.4	0.1	0	0.2	0	0.3	Avian	TRUE
ZDD635GXS_BAM33977_Avian_2012.291667	ZDD635GXS	PB1	H6N6	Avian	1	0	0	0	0	0	Avian	TRUE
FGP473RFH_AAT65250_Avian_2000	FGP473RFH	PB1	H4N6	Avian	1	0	0	0	0	0	Avian	TRUE
RGD216WUA_BAJ83561_Avian_2010.75	RGD216WUA	PB1	H6N2	Avian	1	0	0	0	0	0	Avian	TRUE
ZNY350IWG_AAT65277_Avian_1999	ZNY350IWG	PB1	H4N6	Avian	1	0	0	0	0	0	Avian	TRUE
CFU583IIO_AAT65254_Avian_1999	CFU583IIO	PB1	H3N6	Avian	1	0	0	0	0	0	Avian	TRUE
BJQ345EBM_BAS21834_Avian_2014.666667	BJQ345EBM	PB1	H3N2	Avian	0.4	0	0	0.2	0	0.4	Avian	TRUE
UVY750TVD_AHN00247_Avian_1981	UVY750TVD	PB1	H4N6	Avian	0.3	0	0.1	0.1	0	0.5	Suidae	FALSE
FVZ638LFR_BAS21821_Avian_2014.666667	FVZ638LFR	PB1	H6N6	Avian	0.9	0	0	0	0	0.1	Avian	TRUE
VNZ977ZDU_AEO52602_Avian_2000.916667	VNZ977ZDU	PB1	H10N7	Avian	1	0	0	0	0	0	Avian	TRUE
XDG246HOF_ARG43077_Avian_2009.933333	XDG246HOF	PB1	H9N2	Avian	0.8	0	0	0	0	0.2	Avian	TRUE
AJX667HIJ_ABV46489_Avian_2003	AJX667HIJ	PB1	H9N2	Avian	0.5	0	0	0.2	0	0.3	Avian	TRUE
ZHK212GKF_AFX88537_Avian_1986.613889	ZHK212GKF	PB1	H6N2	Avian	1	0	0	0	0	0	Avian	TRUE
SMP554DPC_AAT65253_Avian_1991	SMP554DPC	PB1	H9N2	Avian	1	0	0	0	0	0	Avian	TRUE
MCJ793FUN_ADH96158_Avian_2007.591667	MCJ793FUN	PB1	H10N7	Avian	0.6	0	0.1	0.1	0	0.2	Avian	TRUE
DYZ197OGJ_BAS21815_Avian_2014.666667	DYZ197OGJ	PB1	H3N2	Avian	0.9	0	0	0	0	0.1	Avian	TRUE
JHV777DMT_ALB07588_Avian_2015.044444	JHV777DMT	PB1	H5N8	Avian	0.3	0	0.2	0.4	0	0.1	Hominidae	FALSE
CFT767TLS_ABY81668_Avian_2004	CFT767TLS	PB1	H3N8	Avian	1	0	0	0	0	0	Avian	TRUE
NRO129INP_AHN04320_Avian_1978	NRO129INP	PB1	H3N2	Avian	1	0	0	0	0	0	Avian	TRUE
GUV183PPO_ABV48012_Avian_2003	GUV183PPO	PB1	H9N2	Avian	0.5	0	0	0.2	0	0.3	Avian	TRUE
XQU623DSN_ABV48045_Avian_2004	XQU623DSN	PB1	H9N2	Avian	0.4	0.1	0	0.3	0	0.2	Avian	TRUE
EPY742EAL_ABV48023_Avian_2004	EPY742EAL	PB1	H9N2	Avian	0.3	0.1	0	0.3	0	0.3	Avian	TRUE
OYL638NFF_ABV47924_Avian_2003	OYL638NFF	PB1	H9N2	Avian	0.4	0	0	0.3	0	0.3	Avian	TRUE
USA965PRS_ABV48122_Avian_2004	USA965PRS	PB1	H9N2	Avian	0.4	0	0	0.3	0	0.3	Avian	TRUE
THS604DAS_ABV48144_Avian_2004	THS604DAS	PB1	H9N2	Avian	0.4	0	0	0.2	0	0.4	Avian	TRUE
KWT580ACL_ABV46659_Avian_2004	KWT580ACL	PB1	H9N2	Avian	0.5	0	0	0.2	0	0.3	Avian	TRUE
ZXX597UUR_ABV47880_Avian_2003	ZXX597UUR	PB1	H9N2	Avian	0.6	0	0	0.2	0	0.2	Avian	TRUE
CAL102GLT_ABV47649_Avian_2002	CAL102GLT	PB1	H9N2	Avian	0.5	0	0	0.2	0	0.3	Avian	TRUE
PEC332NTB_ABV46648_Avian_2004	PEC332NTB	PB1	H9N2	Avian	0.4	0	0	0.3	0	0.3	Avian	TRUE
QLH419UPA_ABV47770_Avian_2002	QLH419UPA	PB1	H9N2	Avian	0.4	0	0	0.3	0	0.3	Avian	TRUE
DTS479EWM_ABV48034_Avian_2004	DTS479EWM	PB1	H9N2	Avian	0.4	0	0	0.3	0	0.3	Avian	TRUE
SPV948WWJ_ABV46626_Avian_2001	SPV948WWJ	PB1	H9N2	Avian	0.4	0	0	0.1	0	0.5	Suidae	FALSE
SZT235QTZ_ABV47550_Avian_2002	SZT235QTZ	PB1	H9N2	Avian	0.4	0	0	0.1	0	0.5	Suidae	FALSE
GPL110ZDW_ABV46829_Avian_2001	GPL110ZDW	PB1	H9N2	Avian	0.3	0.1	0	0.2	0	0.4	Suidae	FALSE
