tre.tip.label	UID	PRT	STY	HOST	Avian	Canidae	Equidae	Hominidae	Phyllostomidae	Suidae	Prediction	Matched
ATY72578_IWF508OXX_Avian_2016.808333	IWF508OXX	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
AMQ26366_RTZ733KKB_Avian_2014.641667	RTZ733KKB	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
AMQ30797_XXS772GAG_Avian_2014.655556	XXS772GAG	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
AMQ30809_STA444AHE_Avian_2014.655556	STA444AHE	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
AMQ30893_KAZ005OJJ_Avian_2014.641667	KAZ005OJJ	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
AGC73810_KPX975OFS_Avian_2011.622222	KPX975OFS	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
AHZ43145_UXO727CKS_Avian_2012.802778	UXO727CKS	HA	H5N1	Avian	1	0	0	0	0	0	Avian	TRUE
AGC73777_OEQ293HHE_Avian_2011.633333	OEQ293HHE	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
AKF35381_BVA729OOG_Avian_2013.894444	BVA729OOG	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
AGC73821_KWQ223JMK_Avian_2011.641667	KWQ223JMK	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
AHZ43853_SMJ711YHF_Avian_2012.858333	SMJ711YHF	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
AMQ29684_JIX387PEV_Avian_2011.611111	JIX387PEV	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
AMQ29720_GMD558QRA_Avian_2011.611111	GMD558QRA	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
AMQ29852_MVN294GQG_Avian_2011.611111	MVN294GQG	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
AMQ29816_UMO615KBD_Avian_2011.611111	UMO615KBD	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
AMQ29828_RUW873DIG_Avian_2011.611111	RUW873DIG	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
AMQ29924_VWI955LXQ_Avian_2011.611111	VWI955LXQ	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
AMQ29936_PUO906AGU_Avian_2011.611111	PUO906AGU	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
AMQ29876_WAX281LIH_Avian_2011.611111	WAX281LIH	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
AMQ29708_CTG471BBJ_Avian_2011.611111	CTG471BBJ	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
AMQ32202_TWM923VFV_Avian_2011.552778	TWM923VFV	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
AMQ29792_XXS948KZP_Avian_2011.611111	XXS948KZP	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
AMQ29840_LEJ889ZMS_Avian_2011.611111	LEJ889ZMS	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
AMQ29696_HYT131AAW_Avian_2011.611111	HYT131AAW	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
AMQ29672_UJS033PIF_Avian_2011.611111	UJS033PIF	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
AGE01022_IOR968SCR_Avian_2010.752778	IOR968SCR	HA	H5N2	Avian	0.9	0	0	0	0	0.1	Avian	TRUE
AGE01000_CMW536YWI_Avian_2010.752778	CMW536YWI	HA	H5N1	Avian	1	0	0	0	0	0	Avian	TRUE
AGE02999_PAK257CHJ_Avian_2010.755556	PAK257CHJ	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
AHL82333_AOK028HOD_Avian_2011.936111	AOK028HOD	HA	H5N3	Avian	1	0	0	0	0	0	Avian	TRUE
AHL82441_DIA334LEX_Avian_2011.941667	DIA334LEX	HA	H5N3	Avian	1	0	0	0	0	0	Avian	TRUE
AHL82309_HFU219AZI_Avian_2011.936111	HFU219AZI	HA	H5N1	Avian	0.9	0	0	0	0	0.1	Avian	TRUE
AMX73156_WTK960UKC_Avian_2011.705556	WTK960UKC	HA	H5N1	Avian	1	0	0	0	0	0	Avian	TRUE
AHL81625_HBB139LIX_Avian_2011.863889	HBB139LIX	HA	H5N3	Avian	1	0	0	0	0	0	Avian	TRUE
AHL82802_JQW652FIG_Avian_2011.808333	JQW652FIG	HA	H5N3	Avian	1	0	0	0	0	0	Avian	TRUE
ATY72964_VYW201HTT_Avian_2016.966667	VYW201HTT	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
AHZ43390_TZM063UHJ_Avian_2012.936111	TZM063UHJ	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
AGE03133_KRJ976YET_Avian_2010.863889	KRJ976YET	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
AEM75713_JFS988TDU_Avian_2009.763889	JFS988TDU	HA	H5N1	Avian	1	0	0	0	0	0	Avian	TRUE
AGG82157_YQZ308BEW_Avian_2010.702778	YQZ308BEW	HA	H5N2	Avian	0.9	0	0	0	0	0.1	Avian	TRUE
AHL82159_GGL862DEF_Avian_2011.791667	GGL862DEF	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
ACY80607_YTN148EPR_Avian_2006	YTN148EPR	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
ACV90693_XDL779QTW_Avian_2006	XDL779QTW	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
ACV90703_TTT733BZV_Avian_2006	TTT733BZV	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
ACR09621_QGM381JKB_Avian_2006	QGM381JKB	HA	H5N2	Avian	0.9	0	0	0	0	0.1	Avian	TRUE
ACY80605_PEM980OYC_Avian_2006	PEM980OYC	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
AMQ30236_CTX783IRV_Avian_2007.488889	CTX783IRV	HA	H5N8	Avian	1	0	0	0	0	0	Avian	TRUE
AMQ31144_IOZ719NRA_Avian_2014.919444	IOZ719NRA	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
ACV90813_PTX374IZB_Avian_2006	PTX374IZB	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
ACY80621_SCI308PLY_Avian_2006	SCI308PLY	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
ACV90983_MHL172LNN_Avian_2006	MHL172LNN	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
ACV90993_WEB321OTV_Avian_2006	WEB321OTV	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
ACV90943_KFR948DTY_Avian_2006	KFR948DTY	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
ACV90873_HLX816TSD_Avian_2006	HLX816TSD	HA	H5N2	Avian	0.9	0	0	0	0	0.1	Avian	TRUE
AGI65045_FJF599XXB_Avian_2006.963889	FJF599XXB	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
ACR09522_GKS250GFQ_Avian_2007	GKS250GFQ	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
ACV90613_LOU011SPB_Avian_2006	LOU011SPB	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
AGD99794_WCE683YBE_Avian_2010.733333	WCE683YBE	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
ACV90903_OHI806ZQN_Avian_2006	OHI806ZQN	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
AHL83056_LUS703EIO_Avian_2012.044444	LUS703EIO	HA	H5N3	Avian	1	0	0	0	0	0	Avian	TRUE
ACR09434_UNZ312CSA_Avian_2007	UNZ312CSA	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
ACV90563_SIQ692OQG_Avian_2007	SIQ692OQG	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
ACR09566_OND125WCL_Avian_2006	OND125WCL	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
ACX55367_GXZ844GAM_Avian_2005.633333	GXZ844GAM	HA	H5N3	Avian	1	0	0	0	0	0	Avian	TRUE
ACY80612_BNY684IMU_Avian_2007	BNY684IMU	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
ACR09577_XCQ094GAV_Avian_2006	XCQ094GAV	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
AFU10231_CQK795QPP_Avian_2010.9	CQK795QPP	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
ACR09599_KYS788CDT_Avian_2006	KYS788CDT	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
AHH00900_MXB159HUH_Avian_2008.083333	MXB159HUH	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
ACV90743_UJZ875JDY_Avian_2007	UJZ875JDY	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
ACV90973_FXC353CMJ_Avian_2006	FXC353CMJ	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
ACV91053_CBT187DQJ_Avian_2006	CBT187DQJ	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
ACV90593_XPP292LBI_Avian_2006	XPP292LBI	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
ACV90763_HNI411HMO_Avian_2007	HNI411HMO	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
ACY80608_JIK354AOA_Avian_2006	JIK354AOA	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
ADU20361_GSK186PYQ_Avian_2008.819444	GSK186PYQ	HA	H5N2	Avian	0.9	0	0	0	0	0.1	Avian	TRUE
AEM75476_VQM747QPL_Avian_2009.794444	VQM747QPL	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
AEK70720_GKA330LWG_Avian_2007.680556	GKA330LWG	HA	H5N1	Avian	1	0	0	0	0	0	Avian	TRUE
AMQ26451_SXH015KQS_Avian_2007.988889	SXH015KQS	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
AMQ26452_LJS613LKB_Avian_2007.988889	LJS613LKB	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
ACV90603_FEM181LDP_Avian_2006	FEM181LDP	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
ACZ36898_ONF428OYH_Avian_2006	ONF428OYH	HA	H5N1	Avian	1	0	0	0	0	0	Avian	TRUE
ACV90923_SZZ319ZMX_Avian_2006	SZZ319ZMX	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
ACV90843_EID289YXH_Avian_2006	EID289YXH	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
ACV90953_YAF878XCJ_Avian_2006	YAF878XCJ	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
AEK70671_TWU938RAV_Avian_2006.647222	TWU938RAV	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
ACM66774_HGJ225DDP_Avian_2004	HGJ225DDP	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
AKI34359_EOJ108EWO_Avian_2014.083333	EOJ108EWO	HA	H5N1	Avian	1	0	0	0	0	0	Avian	TRUE
AHZ43970_RSH605DLE_Avian_2012.877778	RSH605DLE	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
ACY80610_RWC422NAA_Avian_2006	RWC422NAA	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
AEK70472_NGX881WLY_Avian_2005.713889	NGX881WLY	HA	H5N1	Avian	1	0	0	0	0	0	Avian	TRUE
ABQ43787_BSG963TEB_Avian_2005.833333	BSG963TEB	HA	H5N1	Avian	1	0	0	0	0	0	Avian	TRUE
ACR09533_FLJ643WMS_Avian_2006	FLJ643WMS	HA	H5N2	Avian	0.9	0	0	0	0	0.1	Avian	TRUE
ACR09456_HMA616JAC_Avian_2007	HMA616JAC	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
ACV90793_GLG834AFG_Avian_2006	GLG834AFG	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
AFU10242_KZE799FMV_Avian_2010.902778	KZE799FMV	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
ACV90963_ZNR488UAM_Avian_2006	ZNR488UAM	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
AHL82604_EWO712YGT_Avian_2011.869444	EWO712YGT	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
ACY80609_QTD117YAI_Avian_2006	QTD117YAI	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
ACZ36871_EBA000IGL_Avian_2004	EBA000IGL	HA	H5N1	Avian	1	0	0	0	0	0	Avian	TRUE
AMQ30116_TCQ388BCD_Avian_2006.466667	TCQ388BCD	HA	H5N2	Avian	0.9	0	0	0	0	0.1	Avian	TRUE
AEB66669_FCW268LZX_Avian_2004	FCW268LZX	HA	H5N1	Avian	1	0	0	0	0	0	Avian	TRUE
ACZ36910_HSU040DWG_Avian_2003	HSU040DWG	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
ACZ48420_JFL316TCH_Avian_2003	JFL316TCH	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
AGL58004_YET380FCV_Avian_2003.397222	YET380FCV	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
AGK41315_ZWC972SZI_Avian_2000	ZWC972SZI	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
AGK41561_XOO024RLL_Avian_2000	XOO024RLL	HA	H5N5	Avian	1	0	0	0	0	0	Avian	TRUE
AGK41339_ZQY652ZYM_Avian_2000	ZQY652ZYM	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
AGI02478_CEC877SFP_Avian_2011.283333	CEC877SFP	HA	H5N2	Avian	0.9	0	0	0	0	0.1	Avian	TRUE
ACV90513_DJU156AXC_Avian_2006	DJU156AXC	HA	H5N8	Avian	1	0	0	0	0	0	Avian	TRUE
AEM01073_RCH828UWZ_Avian_2010.083333	RCH828UWZ	HA	H5N3	Avian	1	0	0	0	0	0	Avian	TRUE
AEM01051_QYB023QAB_Avian_2010.083333	QYB023QAB	HA	H5N3	Avian	1	0	0	0	0	0	Avian	TRUE
AHM97891_TBM130IXT_Avian_2013.558333	TBM130IXT	HA	H5N5	Avian	1	0	0	0	0	0	Avian	TRUE
ANM72343_SCE551NOJ_Avian_2014.969444	SCE551NOJ	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
AFK75287_LMA100SAQ_Avian_2010.905556	LMA100SAQ	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
AGE08668_BUA412EBJ_Avian_2011.827778	BUA412EBJ	HA	H5N2	Avian	0.8	0	0	0	0	0.2	Avian	TRUE
APH09258_QMN828KBO_Avian_2012.741667	QMN828KBO	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
APH08967_BTA249MAM_Avian_2011.719444	BTA249MAM	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
AHL82369_UOD229IQG_Avian_2011.936111	UOD229IQG	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
AHM97734_YYO415HUO_Avian_2013.583333	YYO415HUO	HA	H5N5	Avian	1	0	0	0	0	0	Avian	TRUE
AHM98216_TCS101EPS_Avian_2013.580556	TCS101EPS	HA	H5N5	Avian	1	0	0	0	0	0	Avian	TRUE
AHM98276_XHN855IXT_Avian_2013.580556	XHN855IXT	HA	H5N5	Avian	1	0	0	0	0	0	Avian	TRUE
AHM97674_NCW529MHY_Avian_2013.583333	NCW529MHY	HA	H5N5	Avian	1	0	0	0	0	0	Avian	TRUE
AHM98085_KID524EOU_Avian_2013.563889	KID524EOU	HA	H5N5	Avian	1	0	0	0	0	0	Avian	TRUE
AHM98109_AEJ878PME_Avian_2013.580556	AEJ878PME	HA	H5N5	Avian	1	0	0	0	0	0	Avian	TRUE
AHM98145_HRK016MDF_Avian_2013.580556	HRK016MDF	HA	H5N5	Avian	1	0	0	0	0	0	Avian	TRUE
AHM97903_AVL357AJZ_Avian_2013.561111	AVL357AJZ	HA	H5N5	Avian	1	0	0	0	0	0	Avian	TRUE
AHM97951_SRY568HPZ_Avian_2013.561111	SRY568HPZ	HA	H5N5	Avian	1	0	0	0	0	0	Avian	TRUE
AHM98204_BYS015TUS_Avian_2013.580556	BYS015TUS	HA	H5N5	Avian	1	0	0	0	0	0	Avian	TRUE
AHM98252_CZK394WNG_Avian_2013.580556	CZK394WNG	HA	H5N5	Avian	1	0	0	0	0	0	Avian	TRUE
AHM98049_HVD777ZSH_Avian_2013.561111	HVD777ZSH	HA	H5N6	Avian	1	0	0	0	0	0	Avian	TRUE
AHM98133_JGE456VXL_Avian_2013.580556	JGE456VXL	HA	H5N5	Avian	1	0	0	0	0	0	Avian	TRUE
ACF47563_BTL094PLV_Avian_2007.858333	BTL094PLV	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
AHM97855_AEX752LRX_Avian_2013.558333	AEX752LRX	HA	H5N5	Avian	0.9	0	0	0	0	0.1	Avian	TRUE
AHM97879_ZGB293TMU_Avian_2013.558333	ZGB293TMU	HA	H5N5	Avian	1	0	0	0	0	0	Avian	TRUE
ALV81876_YNO245AIM_Avian_2014.725	YNO245AIM	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
APQ31760_NEB832XHA_Avian_2015.963889	NEB832XHA	HA	H5N2	Avian	0.9	0	0	0	0	0.1	Avian	TRUE
ANM72287_PZY442PVM_Avian_2014.797222	PZY442PVM	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
ASN77397_MHZ155PCG_Avian_2016.736111	MHZ155PCG	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
AKZ41957_GYR326MWN_Avian_2014.775	GYR326MWN	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
ARI67400_WAP386HRJ_Avian_2014.922222	WAP386HRJ	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
ALV71392_WWU948WXA_Avian_2014.725	WWU948WXA	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
AEK50065_NAA973UWF_Avian_2008.797222	NAA973UWF	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
AHM98037_IVM794PHG_Avian_2013.561111	IVM794PHG	HA	H5N5	Avian	1	0	0	0	0	0	Avian	TRUE
AGE08315_NHG197QTO_Avian_2010.875	NHG197QTO	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
ARQ84597_LOX002DXV_Avian_2015.927778	LOX002DXV	HA	H5N3	Avian	1	0	0	0	0	0	Avian	TRUE
AGE08712_WCX869MTJ_Avian_2011.613889	WCX869MTJ	HA	H5N1	Avian	1	0	0	0	0	0	Avian	TRUE
AHM97927_GKE556VSD_Avian_2013.561111	GKE556VSD	HA	H5N5	Avian	1	0	0	0	0	0	Avian	TRUE
ANT47242_LVZ663GWC_Avian_2015.041667	LVZ663GWC	HA	H5N5	Avian	1	0	0	0	0	0	Avian	TRUE
AHM98097_MDD984NHG_Avian_2013.563889	MDD984NHG	HA	H5N5	Avian	1	0	0	0	0	0	Avian	TRUE
ASF57816_DSZ302RPP_Avian_2009.641667	DSZ302RPP	HA	H5N5	Avian	1	0	0	0	0	0	Avian	TRUE
AEK50705_CZN127PZR_Avian_2009.572222	CZN127PZR	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
AEK50771_IYW637CEO_Avian_2009.577778	IYW637CEO	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
AEK50815_SSL422CVD_Avian_2009.566667	SSL422CVD	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
AEK50903_GEP860LWY_Avian_2009.561111	GEP860LWY	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
AEK50793_IJS561KVJ_Avian_2009.561111	IJS561KVJ	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
AEK50727_FFV333GRG_Avian_2009.575	FFV333GRG	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
AEK50749_FVK086LOF_Avian_2009.577778	FVK086LOF	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
AEK50914_JDD504NJU_Avian_2009.572222	JDD504NJU	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
AEK50881_NHX733MWN_Avian_2009.591667	NHX733MWN	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
AFK75397_CWO427ZNK_Avian_2009.572222	CWO427ZNK	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
AEK50892_IWA329STY_Avian_2009.591667	IWA329STY	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
AKZ41824_TUD188OQW_Avian_2014.705556	TUD188OQW	HA	H5N3	Avian	0.9	0	0	0	0	0.1	Avian	TRUE
ATY72755_UMH734YXF_Avian_2017.033333	UMH734YXF	HA	H5N1	Avian	1	0	0	0	0	0	Avian	TRUE
ATY72913_NMR754UDV_Avian_2017.036111	NMR754UDV	HA	H5N1	Avian	1	0	0	0	0	0	Avian	TRUE
ACZ48655_HCA265YMR_Avian_2001	HCA265YMR	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
ACZ48658_WII326VGC_Avian_2002	WII326VGC	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
ACZ48657_JXL616TFA_Avian_2002.655556	JXL616TFA	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
ACZ48654_ZKB810LCU_Avian_2001	ZKB810LCU	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
ACY80618_SOZ465RWS_Avian_2006	SOZ465RWS	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
ACK43686_YEE843AOC_Avian_2006.805556	YEE843AOC	HA	H5N2	Avian	0.9	0	0	0	0	0.1	Avian	TRUE
ACV90853_TQQ213FAX_Avian_2006	TQQ213FAX	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
ADP06984_AXU799FUV_Avian_2007.063889	AXU799FUV	HA	H5N3	Avian	1	0	0	0	0	0	Avian	TRUE
ACY80647_JFM541MSD_Avian_2006	JFM541MSD	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
ACV90803_KUZ449KKX_Avian_2006	KUZ449KKX	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
ACV91043_YDN471HRY_Avian_2006	YDN471HRY	HA	H5N2	Avian	0.8	0	0	0	0	0.2	Avian	TRUE
ACV91063_PQB273SOE_Avian_2006	PQB273SOE	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
ACY80617_GNG985JNB_Avian_2006	GNG985JNB	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
ACY80627_GTJ167AGZ_Avian_2006	GTJ167AGZ	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
ADP95472_ONM955CAG_Avian_2007.088889	ONM955CAG	HA	H5N3	Avian	1	0	0	0	0	0	Avian	TRUE
ACX55576_PWA737YVK_Avian_2007.630556	PWA737YVK	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
AGI64997_FAD541PNC_Avian_2006.958333	FAD541PNC	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
ACX55290_ZYT707DHN_Avian_2005.663889	ZYT707DHN	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
ACU82462_DAN360OTG_Avian_2005.655556	DAN360OTG	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
AEK65719_EAV232CBQ_Avian_2005.652778	EAV232CBQ	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
AFM09037_CQS425BCL_Avian_2006.358333	CQS425BCL	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
ACV90713_XDW153UXL_Avian_2006	XDW153UXL	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
ACV90733_TQZ715AYX_Avian_2007	TQZ715AYX	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
ACV90583_FNU650CAS_Avian_2006	FNU650CAS	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
ABI84495_CRR511KKU_Avian_1984.105556	CRR511KKU	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
AIU46954_AYC414CBW_Avian_2010.25	AYC414CBW	HA	H5N2	Avian	0.9	0	0	0	0	0.1	Avian	TRUE
AIU46965_VLB973SLI_Avian_2009.333333	VLB973SLI	HA	H5N2	Avian	0.9	0	0	0	0	0.1	Avian	TRUE
AHZ59219_RJK958GWT_Avian_2007	RJK958GWT	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
ACZ48566_KLO724EKX_Avian_2001	KLO724EKX	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
AIR94104_VLU253LKD_Avian_2006	VLU253LKD	HA	H5N2	Avian	1	0	0	0	0	0	Avian	TRUE
