tre.tip.label	V1	PRT	STY	V4	Avian	Canidae	Equidae	Hominidae	Phyllostomidae	Suidae	Prediction	Mismatch
KAT002ACO_AFO66234_Hominidae_2003	KAT002ACO	PB2	H1N1	Hominidae	0.1	0	0	0.5	0	0.4	Hominidae	TRUE
HQX831AKJ_ADN92911_Hominidae_2005.055556	HQX831AKJ	PB2	H1N1	Hominidae	0.2	0	0	0.4	0	0.4	Hominidae	TRUE
NLG115XAU_AGH99232_Hominidae_2001.916667	NLG115XAU	PB2	H1N1	Hominidae	0.2	0	0	0.3	0	0.5	Suidae	FALSE
ZEW446XMH_AFO66168_Hominidae_2001	ZEW446XMH	PB2	H1N1	Hominidae	0	0	0	0.1	0	0.9	Suidae	FALSE
NQK817PTQ_ADY04723_Hominidae_2002	NQK817PTQ	PB2	H1N1	Hominidae	0.1	0	0	0.1	0	0.8	Suidae	FALSE
HSB762TAI_AGH99308_Hominidae_2007.130556	HSB762TAI	PB2	H1N1	Hominidae	0.2	0	0	0.3	0	0.5	Suidae	FALSE
PVE350TXN_AFJ78363_Hominidae_2000.341667	PVE350TXN	PB2	H1N1	Hominidae	0	0	0	0.2	0	0.8	Suidae	FALSE
DJP079UPI_AFJ78473_Hominidae_2005.930556	DJP079UPI	PB2	H1N1	Hominidae	0.1	0	0	0.4	0	0.5	Suidae	FALSE
OVY337HSE_AFN06486_Suidae_2008.166667	OVY337HSE	PB2	H1N2	Suidae	0	0	0	0.9	0	0.1	Hominidae	FALSE
MAQ527OPD_AEX34472_Hominidae_2001	MAQ527OPD	PB2	H1N1	Hominidae	0	0	0	0.2	0	0.8	Suidae	FALSE
CQC816KQE_AFO66179_Hominidae_2001	CQC816KQE	PB2	H1N1	Hominidae	0.1	0	0	0	0	0.9	Suidae	FALSE
CEZ405MFZ_AGH99273_Hominidae_2006.127778	CEZ405MFZ	PB2	H1N1	Hominidae	0.2	0	0	0.3	0	0.5	Suidae	FALSE
NVR379EWR_AGH99292_Hominidae_2006.330556	NVR379EWR	PB2	H1N1	Hominidae	0.2	0	0	0.4	0	0.4	Hominidae	TRUE
KCZ005JTN_AGH99284_Hominidae_2006.222222	KCZ005JTN	PB2	H1N1	Hominidae	0.2	0	0	0.3	0	0.5	Suidae	FALSE
WIR239XIN_AGH99280_Hominidae_2006.227778	WIR239XIN	PB2	H1N1	Hominidae	0.3	0	0	0.3	0	0.4	Suidae	FALSE
QTM188IBC_AGH99269_Hominidae_2006.191667	QTM188IBC	PB2	H1N1	Hominidae	0.1	0	0	0.4	0	0.5	Suidae	FALSE
PPZ936DDI_AGH99297_Hominidae_2006.119444	PPZ936DDI	PB2	H1N1	Hominidae	0.1	0	0	0.2	0	0.7	Suidae	FALSE
OIX370PPZ_AGH99259_Hominidae_2006.097222	OIX370PPZ	PB2	H1N1	Hominidae	0.3	0	0	0.4	0	0.3	Hominidae	TRUE
JBD931IVZ_AGH99305_Hominidae_2006.291667	JBD931IVZ	PB2	H1N1	Hominidae	0.2	0	0	0.3	0	0.5	Suidae	FALSE
AJY360IKP_AGH99281_Hominidae_2006.205556	AJY360IKP	PB2	H1N1	Hominidae	0.2	0	0	0.2	0	0.6	Suidae	FALSE
FOJ281VEA_AGH99258_Hominidae_2006.097222	FOJ281VEA	PB2	H1N1	Hominidae	0.1	0	0	0.3	0	0.6	Suidae	FALSE
YRP089WHY_AGH99299_Hominidae_2006.169444	YRP089WHY	PB2	H1N1	Hominidae	0.2	0	0	0.3	0	0.5	Suidae	FALSE
WPV326CHD_AGH99285_Hominidae_2006.252778	WPV326CHD	PB2	H1N1	Hominidae	0.2	0	0	0.3	0	0.5	Suidae	FALSE
OIL876BUM_AGH99289_Hominidae_2006.266667	OIL876BUM	PB2	H1N1	Hominidae	0.2	0	0	0.2	0	0.6	Suidae	FALSE
PJW737LOO_AGH99290_Hominidae_2006.280556	PJW737LOO	PB2	H1N1	Hominidae	0.2	0	0	0.3	0	0.5	Suidae	FALSE
AQD044XWR_AGH99247_Hominidae_2005.977778	AQD044XWR	PB2	H1N1	Hominidae	0.2	0	0	0.2	0	0.6	Suidae	FALSE
CIB200RBE_AGH99311_Hominidae_2007.372222	CIB200RBE	PB2	H1N1	Hominidae	0.2	0	0	0.2	0	0.6	Suidae	FALSE
LKU960UMH_AGH99309_Hominidae_2007.358333	LKU960UMH	PB2	H1N1	Hominidae	0.2	0	0	0.3	0	0.5	Suidae	FALSE
AUD934CWS_AGH99252_Hominidae_2006.044444	AUD934CWS	PB2	H1N1	Hominidae	0.2	0	0	0.2	0	0.6	Suidae	FALSE
LNF624FBN_AGH99267_Hominidae_2006.086111	LNF624FBN	PB2	H1N1	Hominidae	0.3	0	0	0.2	0	0.5	Suidae	FALSE
EDA086BCO_AGH99278_Hominidae_2006.172222	EDA086BCO	PB2	H1N1	Hominidae	0.2	0	0	0.2	0	0.6	Suidae	FALSE
XLE188FSQ_AGH99253_Hominidae_2006.05	XLE188FSQ	PB2	H1N1	Hominidae	0.1	0	0	0.2	0	0.7	Suidae	FALSE
KYV901GMH_AFJ75683_Hominidae_2008.802778	KYV901GMH	PB2	H1N1	Hominidae	0	0.1	0	0.2	0	0.7	Suidae	FALSE
HWZ027VJE_ADN92904_Hominidae_2008.822222	HWZ027VJE	PB2	H1N1	Hominidae	0	0.1	0	0.3	0	0.6	Suidae	FALSE
VZQ898APH_AFJ78583_Hominidae_2007.502778	VZQ898APH	PB2	H1N1	Hominidae	0.1	0	0	0.4	0	0.5	Suidae	FALSE
GTK245VFB_AJB43338_Hominidae_2007.355556	GTK245VFB	PB2	H1N1	Hominidae	0.2	0	0	0.3	0	0.5	Suidae	FALSE
YRT750CRD_AGH99317_Hominidae_2008.119444	YRT750CRD	PB2	H1N1	Hominidae	0.2	0	0	0.3	0	0.5	Suidae	FALSE
GWB388OPE_AEX34317_Hominidae_2008.747222	GWB388OPE	PB2	H1N1	Hominidae	0.1	0	0	0.4	0	0.5	Suidae	FALSE
EZP070QXV_AJB43327_Hominidae_2007.369444	EZP070QXV	PB2	H1N1	Hominidae	0.1	0.1	0	0.2	0	0.6	Suidae	FALSE
BUS404GXV_AFJ75581_Hominidae_2007.847222	BUS404GXV	PB2	H1N1	Hominidae	0	0	0	0.3	0	0.7	Suidae	FALSE
UBS390HEK_AFO66245_Hominidae_2004	UBS390HEK	PB2	H1N1	Hominidae	0	0.1	0	0.3	0	0.6	Suidae	FALSE
JLJ975YUL_AFO66256_Hominidae_2004	JLJ975YUL	PB2	H1N1	Hominidae	0	0	0	0.3	0	0.7	Suidae	FALSE
KJH039PTC_AFJ75068_Hominidae_2006.286111	KJH039PTC	PB2	H1N1	Hominidae	0	0.1	0	0.4	0	0.5	Suidae	FALSE
ZZN673ATW_AFJ78484_Hominidae_2006.338889	ZZN673ATW	PB2	H1N1	Hominidae	0	0	0	0.5	0	0.5	Hominidae	TRUE
LSQ052INO_AFJ75046_Hominidae_2005.586111	LSQ052INO	PB2	H1N1	Hominidae	0.2	0.2	0	0.3	0	0.3	Hominidae	TRUE
KRB223YZH_AFJ78440_Hominidae_2005.577778	KRB223YZH	PB2	H1N1	Hominidae	0.1	0.1	0	0.4	0	0.4	Hominidae	TRUE
RHA359IRE_AFJ78528_Hominidae_2007.011111	RHA359IRE	PB2	H1N1	Hominidae	0	0	0	0.2	0	0.8	Suidae	FALSE
OWJ042RGI_AGH99271_Hominidae_2006.111111	OWJ042RGI	PB2	H1N1	Hominidae	0.3	0	0	0.4	0	0.3	Hominidae	TRUE
OPF979FDD_AGH99298_Hominidae_2006.155556	OPF979FDD	PB2	H1N1	Hominidae	0.2	0	0	0.3	0	0.5	Suidae	FALSE
JZZ513MNK_ADN92909_Hominidae_2006.008333	JZZ513MNK	PB2	H1N1	Hominidae	0.2	0	0	0.1	0	0.7	Suidae	FALSE
YSL193CUQ_ADN92896_Hominidae_2006.119444	YSL193CUQ	PB2	H1N1	Hominidae	0	0	0	0.2	0	0.8	Suidae	FALSE
AZR283PMV_ADN92893_Hominidae_2005.991667	AZR283PMV	PB2	H1N1	Hominidae	0	0	0	0.2	0	0.8	Suidae	FALSE
TST703YXH_AEX33934_Hominidae_2006.619444	TST703YXH	PB2	H1N1	Hominidae	0.3	0	0	0.4	0	0.3	Hominidae	TRUE
OBR583LLI_AEX33956_Hominidae_2006.525	OBR583LLI	PB2	H1N1	Hominidae	0.2	0	0	0.3	0	0.5	Suidae	FALSE
SNM229QZX_AFJ75079_Hominidae_2006.738889	SNM229QZX	PB2	H1N1	Hominidae	0.1	0	0	0.5	0	0.4	Hominidae	TRUE
QVW287KAC_ASW32312_Hominidae_1995	QVW287KAC	PB2	H1N1	Hominidae	0.3	0	0	0.4	0	0.3	Hominidae	TRUE
UXF064SIY_AGH99216_Hominidae_1986.269444	UXF064SIY	PB2	H1N1	Hominidae	0.1	0	0	0.5	0	0.4	Hominidae	TRUE
LXT018CNB_AGH99217_Hominidae_1986.366667	LXT018CNB	PB2	H1N1	Hominidae	0.1	0	0	0.5	0	0.4	Hominidae	TRUE
EDT577ZDX_AGH99215_Hominidae_1986.305556	EDT577ZDX	PB2	H1N1	Hominidae	0.1	0	0	0.5	0	0.4	Hominidae	TRUE
KHB318BIK_AEC47212_Hominidae_1986	KHB318BIK	PB2	H1N1	Hominidae	0.1	0	0	0.7	0	0.2	Hominidae	TRUE
ZQG100VWW_ABS00319_Suidae_2006	ZQG100VWW	PB2	H1N1	Suidae	0.3	0	0	0.4	0	0.3	Hominidae	FALSE
JCO713VYA_ABS00330_Suidae_2004	JCO713VYA	PB2	H1N1	Suidae	0.3	0	0	0.4	0	0.3	Hominidae	FALSE
IEP098CIH_AGH99218_Hominidae_1987.552778	IEP098CIH	PB2	H1N1	Hominidae	0	0	0	0.6	0	0.4	Hominidae	TRUE
USQ337SWU_AGH99220_Hominidae_1988.677778	USQ337SWU	PB2	H1N1	Hominidae	0.2	0	0	0.5	0	0.3	Hominidae	TRUE
FCA396VKR_AGH99214_Hominidae_1984.313889	FCA396VKR	PB2	H1N1	Hominidae	0.2	0	0	0.5	0	0.3	Hominidae	TRUE
TZG580MAW_AGH99211_Hominidae_1981.408333	TZG580MAW	PB2	H1N1	Hominidae	0.1	0	0	0.5	0	0.4	Hominidae	TRUE
WQT277ADS_AGH99212_Hominidae_1981.572222	WQT277ADS	PB2	H1N1	Hominidae	0.2	0	0	0.5	0	0.3	Hominidae	TRUE
FUA421JNT_AOV82364_Hominidae_2015.075	FUA421JNT	PB2	H3N2	Hominidae	0	0	0	0.8	0	0.2	Hominidae	TRUE
ZRX637GQN_APZ90421_Hominidae_2016.75	ZRX637GQN	PB2	H3N2	Hominidae	0	0	0	0.8	0	0.2	Hominidae	TRUE
JBG860MZS_ATV88506_Hominidae_2016.355556	JBG860MZS	PB2	H3N2	Hominidae	0	0	0	1	0	0	Hominidae	TRUE
BZF819IJM_ATV87908_Hominidae_2015.772222	BZF819IJM	PB2	H3N2	Hominidae	0	0	0	0.9	0	0.1	Hominidae	TRUE
JNH333XKP_AMB68648_Hominidae_2015.691667	JNH333XKP	PB2	H3N2	Hominidae	0	0	0	1	0	0	Hominidae	TRUE
ALA961REH_ATV87776_Hominidae_2015.730556	ALA961REH	PB2	H3N2	Hominidae	0	0	0	0.7	0	0.3	Hominidae	TRUE
EZF572NTY_AHZ60118_Hominidae_2012.919444	EZF572NTY	PB2	H3N2	Hominidae	0.5	0	0.1	0	0	0.4	Avian	FALSE
YGR204KPZ_AHL99855_Hominidae_2013.019444	YGR204KPZ	PB2	H3N2	Hominidae	0	0	0	0.9	0	0.1	Hominidae	TRUE
GRY192IYK_AHL96603_Hominidae_2012.983333	GRY192IYK	PB2	H3N2	Hominidae	0	0	0	0.9	0	0.1	Hominidae	TRUE
EGC805FHV_AEX34177_Hominidae_2007.530556	EGC805FHV	PB2	H3N2	Hominidae	0	0	0	1	0	0	Hominidae	TRUE
HZM089YFV_AHC61102_Hominidae_2010.855556	HZM089YFV	PB2	H3N2	Hominidae	0.2	0	0	0.7	0	0.1	Hominidae	TRUE
FRK198WKY_AFM71812_Hominidae_2009	FRK198WKY	PB2	H3N2	Hominidae	0.3	0	0	0.6	0	0.1	Hominidae	TRUE
USD113YXT_AJK00351_Avian_2014.030556	USD113YXT	PB2	H7N9	Avian	0	0	0	0.9	0	0.1	Hominidae	FALSE
PXB260WDF_AFY24125_Hominidae_2005	PXB260WDF	PB2	H3N2	Hominidae	0.1	0	0	0.9	0	0	Hominidae	TRUE
QNN704LLV_AFM68986_Hominidae_1979	QNN704LLV	PB2	H3N2	Hominidae	0	0	0	0.9	0	0.1	Hominidae	TRUE
XME110KLQ_AEX92900_Hominidae_1934	XME110KLQ	PB2	H1N1	Hominidae	0	0.4	0	0.5	0	0.1	Hominidae	TRUE
XVB037VGO_AEX92937_Hominidae_1934	XVB037VGO	PB2	H1N1	Hominidae	0.1	0.1	0	0.7	0	0.1	Hominidae	TRUE
HLN602JER_AFM71845_Hominidae_2009	HLN602JER	PB2	H3N2	Hominidae	0.1	0	0	0.6	0	0.3	Hominidae	TRUE
MWM062ZNH_AEX92892_Hominidae_1934	MWM062ZNH	PB2	H1N1	Hominidae	0.2	0	0	0.6	0	0.2	Hominidae	TRUE
HFE071MRO_AEX92911_Hominidae_1934	HFE071MRO	PB2	H1N1	Hominidae	0.2	0	0	0.6	0	0.2	Hominidae	TRUE
YDE942UJJ_ABV55858_Suidae_2005	YDE942UJJ	PB2	H3N2	Suidae	0	0	0	0.9	0	0.1	Hominidae	FALSE
RPU577GOP_AIE52679_Hominidae_2011	RPU577GOP	PB2	H3N2	Hominidae	0	0	0	1	0	0	Hominidae	TRUE
BHQ515JXC_AFM72020_Hominidae_2010	BHQ515JXC	PB2	H3N2	Hominidae	0	0	0	0.9	0	0.1	Hominidae	TRUE
VXK976FKW_AFM68964_Hominidae_1934	VXK976FKW	PB2	H1N1	Hominidae	0	0	0	0.7	0	0.3	Hominidae	TRUE
FER651VYN_AFM71900_Hominidae_2009	FER651VYN	PB2	H1N2	Hominidae	0	0	0	1	0	0	Hominidae	TRUE
FMZ465LZA_AGQ47858_Hominidae_1935	FMZ465LZA	PB2	H1N1	Hominidae	0.1	0	0	0.7	0	0.2	Hominidae	TRUE
ODX878OKZ_ADY70552_Suidae_1993.611111	ODX878OKZ	PB2	H1N1	Suidae	0.1	0	0	0	0	0.9	Suidae	TRUE
WJU630FQR_ADH83313_Suidae_2009.344444	WJU630FQR	PB2	H1N1	Suidae	0	0	0	0.1	0	0.9	Suidae	TRUE
VAO240MWS_ACF25607_Avian_1990	VAO240MWS	PB2	H1N1	Avian	0	0	0	0	0	1	Suidae	FALSE
ISM055SWS_ACF25597_Avian_1992	ISM055SWS	PB2	H1N1	Avian	0	0	0	0	0	1	Suidae	FALSE
JGR464GMJ_BBG92092_Suidae_1982	JGR464GMJ	PB2	H3N2	Suidae	0	0	0	0	0	1	Suidae	TRUE
WNZ342YCA_ACD88526_Avian_1980.438889	WNZ342YCA	PB2	H1N1	Avian	0	0	0	0	0	1	Suidae	FALSE
QVI059HOC_BAK22651_Suidae_2005	QVI059HOC	PB2	H1N1	Suidae	0.1	0	0	0.1	0	0.8	Suidae	TRUE
JZN040UZM_BAK22652_Suidae_2004	JZN040UZM	PB2	H1N2	Suidae	0	0	0	0	0	1	Suidae	TRUE
JCV487LZM_ACV52122_Suidae_1931	JCV487LZM	PB2	H1N1	Suidae	0.3	0	0	0	0	0.7	Suidae	TRUE
EIX723ILV_ADW01460_Suidae_2009.219444	EIX723ILV	PB2	H1N1	Suidae	0.4	0	0	0	0	0.6	Suidae	TRUE
JHL656SJP_AGG25430_Avian_2010.547222	JHL656SJP	PB2	H4N6	Avian	1	0	0	0	0	0	Avian	TRUE
RBB770FBA_AGL56279_Avian_2009.608333	RBB770FBA	PB2	H3N8	Avian	1	0	0	0	0	0	Avian	TRUE
WCX388ZCM_AGL52708_Avian_2010.619444	WCX388ZCM	PB2	H3N8	Avian	1	0	0	0	0	0	Avian	TRUE
JPH399DPF_ATY73852_Avian_2016.844444	JPH399DPF	PB2	H6N1	Avian	1	0	0	0	0	0	Avian	TRUE
UVY750TVD_AHN00248_Avian_1981	UVY750TVD	PB2	H4N6	Avian	0.9	0	0	0.1	0	0	Avian	TRUE
FJX318NEE_AGL52448_Avian_2009	FJX318NEE	PB2	H10N7	Avian	0.7	0	0	0.1	0	0.2	Avian	TRUE
