tre.tip.label	UID	PRT	STY	HOST	Avian	Canidae	Equidae	Hominidae	Phyllostomidae	Suidae	Prediction	Matched
RHB670GTN_AHB52164_Suidae_2005.186111	RHB670GTN	NA	H1N1	Suidae	0.2	0	0	0	0	0.8	Suidae	TRUE
FNM184EQU_AHB51175_Suidae_2003.788889	FNM184EQU	NA	H1N1	Suidae	0	0	0	0	0	1	Suidae	TRUE
ZBL041ZWJ_AHB51283_Suidae_2004.808333	ZBL041ZWJ	NA	H1N1	Suidae	0.3	0	0	0.1	0	0.6	Suidae	TRUE
DYJ237JSO_AEN94888_Suidae_2002	DYJ237JSO	NA	H1N1	Suidae	0.2	0	0	0	0	0.8	Suidae	TRUE
NAQ517RVE_AEO91836_Suidae_2003.183333	NAQ517RVE	NA	H1N1	Suidae	0.2	0	0	0	0	0.8	Suidae	TRUE
IXC656YGB_AHB51393_Suidae_2005.186111	IXC656YGB	NA	H1N1	Suidae	0.3	0	0	0	0	0.7	Suidae	TRUE
KSG587FHK_AHB51199_Suidae_2003.058333	KSG587FHK	NA	H1N1	Suidae	0.3	0	0	0	0	0.7	Suidae	TRUE
VAO240MWS_ACF25603_Avian_1990	VAO240MWS	NA	H1N1	Avian	0.3	0	0	0	0	0.7	Suidae	FALSE
ROZ879ZLC_ACI41025_Avian_1988	ROZ879ZLC	NA	H1N1	Avian	0.2	0	0	0	0	0.8	Suidae	FALSE
COU559UKB_ABY84687_Suidae_1991	COU559UKB	NA	H1N1	Suidae	0.3	0	0	0.1	0	0.6	Suidae	TRUE
SRI046MVE_AEC14320_Suidae_2007	SRI046MVE	NA	H1N1	Suidae	0.5	0	0	0	0	0.5	Avian	FALSE
NJT063VGK_ACI26607_Suidae_1990	NJT063VGK	NA	H1N1	Suidae	0.2	0	0	0	0	0.8	Suidae	TRUE
EHH104CGV_AEA29451_Suidae_2009.352778	EHH104CGV	NA	H1N1	Suidae	0.1	0	0	0	0	0.9	Suidae	TRUE
RYO235HZS_AEM60094_Suidae_1990	RYO235HZS	NA	H1N1	Suidae	0.1	0	0	0	0	0.9	Suidae	TRUE
OFG062HTS_ATJ02253_Suidae_2016.436111	OFG062HTS	NA	H1N1	Suidae	0.3	0	0	0	0	0.7	Suidae	TRUE
BGP731KMJ_AMY16005_Suidae_2012.702778	BGP731KMJ	NA	H1N1	Suidae	0.4	0	0	0	0	0.6	Suidae	TRUE
GSD684LJY_ABR29568_Suidae_1991	GSD684LJY	NA	H1N1	Suidae	0.2	0	0	0	0	0.8	Suidae	TRUE
ZCX551NNO_ABW71524_Suidae_1991	ZCX551NNO	NA	H1N1	Suidae	0.2	0	0	0	0	0.8	Suidae	TRUE
ISM055SWS_ACF25593_Avian_1992	ISM055SWS	NA	H1N1	Avian	0.2	0	0	0	0	0.8	Suidae	FALSE
SQR307EZY_AFN06481_Suidae_2008.833333	SQR307EZY	NA	H1N1	Suidae	0.3	0	0	0	0	0.7	Suidae	TRUE
ALP289REA_ABR29578_Suidae_1987	ALP289REA	NA	H1N1	Suidae	0.1	0	0	0	0	0.9	Suidae	TRUE
CUB683MWD_ABU80423_Suidae_1987	CUB683MWD	NA	H1N1	Suidae	0.2	0	0	0	0	0.8	Suidae	TRUE
LET674BVF_ABW86599_Suidae_1985	LET674BVF	NA	H1N1	Suidae	0.3	0	0	0	0	0.7	Suidae	TRUE
UJN825KSU_ABR28705_Suidae_1971	UJN825KSU	NA	H1N1	Suidae	0.3	0	0	0	0	0.7	Suidae	TRUE
HZJ685LIP_ABV82598_Suidae_1966	HZJ685LIP	NA	H1N1	Suidae	0.2	0	0	0	0	0.8	Suidae	TRUE
ONW260HFM_ABR28727_Suidae_1970	ONW260HFM	NA	H1N1	Suidae	0.4	0	0	0	0	0.6	Suidae	TRUE
EMF965XNS_ABR28551_Suidae_1977	EMF965XNS	NA	H1N1	Suidae	0.3	0	0	0	0	0.7	Suidae	TRUE
VIR921UFM_ABR15822_Suidae_1976	VIR921UFM	NA	H1N1	Suidae	0.4	0	0	0	0	0.6	Suidae	TRUE
DMN190RJE_ABU80413_Suidae_1977	DMN190RJE	NA	H1N1	Suidae	0.3	0	0	0	0	0.7	Suidae	TRUE
NZD467SQK_AIE52504_Hominidae_1976	NZD467SQK	NA	H1N1	Hominidae	0.3	0	0	0	0	0.7	Suidae	FALSE
YXC389ZFG_ADY69874_Suidae_1977	YXC389ZFG	NA	H1N1	Suidae	0.2	0	0	0	0	0.8	Suidae	TRUE
JAZ647ORR_ADY70170_Suidae_1977.297222	JAZ647ORR	NA	H1N1	Suidae	0.6	0	0	0	0	0.4	Avian	FALSE
ZDA608UYA_AFR75991_Suidae_1990.933333	ZDA608UYA	NA	H1N1	Suidae	0.3	0	0	0	0	0.7	Suidae	TRUE
NBH814EKE_AFR76451_Suidae_1990.461111	NBH814EKE	NA	H1N1	Suidae	0.5	0	0	0	0	0.5	Avian	FALSE
ORQ411HUZ_ADY70225_Suidae_1977.316667	ORQ411HUZ	NA	H1N1	Suidae	0.4	0	0	0	0	0.6	Suidae	TRUE
LGU353LEM_AHN04969_Avian_1983	LGU353LEM	NA	H1N1	Avian	0.4	0	0	0	0	0.6	Suidae	FALSE
YSA952FPF_ABW36347_Suidae_1981	YSA952FPF	NA	H1N1	Suidae	0.4	0	0	0	0	0.6	Suidae	TRUE
GRF190IMC_AEM60105_Suidae_1986	GRF190IMC	NA	H1N1	Suidae	0.3	0	0	0.1	0	0.6	Suidae	TRUE
KUU607CZP_ACZ62777_Suidae_1983.377778	KUU607CZP	NA	H1N1	Suidae	0.3	0	0	0	0	0.7	Suidae	TRUE
AHT885BBC_ACN85537_Suidae_2007.427778	AHT885BBC	NA	H1N1	Suidae	0.3	0	0	0	0	0.7	Suidae	TRUE
JHS641LKF_ACN85528_Suidae_1992.686111	JHS641LKF	NA	H1N1	Suidae	0.3	0	0	0	0	0.7	Suidae	TRUE
DQV658VDR_AEI30052_Suidae_2009.666667	DQV658VDR	NA	H1N1	Suidae	0.3	0	0	0	0	0.7	Suidae	TRUE
QYB616KRN_AGI02405_Suidae_2013.130556	QYB616KRN	NA	H1N1	Suidae	0.6	0	0	0	0	0.4	Avian	FALSE
EDE265NWC_AGK24446_Suidae_2013.180556	EDE265NWC	NA	H1N1	Suidae	0.6	0	0	0	0	0.4	Avian	FALSE
EET128WRA_AGB08492_Suidae_2012.886111	EET128WRA	NA	H1N1	Suidae	0.5	0	0	0	0	0.5	Avian	FALSE
EYU762LWW_AFL56762_Suidae_2012.202778	EYU762LWW	NA	H1N1	Suidae	0.5	0	0	0	0	0.5	Avian	FALSE
LQP097BAS_AGG86749_Suidae_2013.047222	LQP097BAS	NA	H1N1	Suidae	0.3	0	0	0	0	0.7	Suidae	TRUE
EGE184LLD_AMM43229_Suidae_2016.058333	EGE184LLD	NA	H1N1	Suidae	0.5	0	0	0	0	0.5	Avian	FALSE
FUZ866LXO_AND81106_Suidae_2016.225	FUZ866LXO	NA	H1N1	Suidae	0.5	0	0	0	0	0.5	Avian	FALSE
SXB378MZR_AHB24649_Suidae_2011.666667	SXB378MZR	NA	H1N1	Suidae	0.6	0	0	0	0	0.4	Avian	FALSE
SYR422JTU_ADZ96087_Suidae_2010.941667	SYR422JTU	NA	H1N1	Suidae	0.5	0	0	0	0	0.5	Avian	FALSE
NNW325WCZ_AEP17032_Suidae_2011.230556	NNW325WCZ	NA	H1N1	Suidae	0.5	0	0	0.1	0	0.4	Avian	FALSE
JWM089UEB_AEF33051_Suidae_2010.897222	JWM089UEB	NA	H1N1	Suidae	0.4	0	0	0	0	0.6	Suidae	TRUE
XTD866XJX_AOO54965_Suidae_2016.588889	XTD866XJX	NA	H1N1	Suidae	0.2	0	0	0	0	0.8	Suidae	TRUE
QPS991DRU_AQN75836_Suidae_2016.975	QPS991DRU	NA	H1N1	Suidae	0.2	0	0	0	0	0.8	Suidae	TRUE
MUE471IIP_AET09996_Suidae_2011.430556	MUE471IIP	NA	H1N1	Suidae	0.4	0	0	0	0	0.6	Suidae	TRUE
NPN370TUE_AFM46429_Suidae_2012.166667	NPN370TUE	NA	H1N1	Suidae	0.4	0	0	0	0	0.6	Suidae	TRUE
XGQ615LON_AHI97946_Suidae_2011.763889	XGQ615LON	NA	H1N1	Suidae	0.5	0	0	0	0	0.5	Avian	FALSE
CBT722OOX_ALE66740_Suidae_2011.908333	CBT722OOX	NA	H1N1	Suidae	0.5	0	0	0	0	0.5	Avian	FALSE
AZV822WGS_AFM78664_Suidae_2010.316667	AZV822WGS	NA	H1N1	Suidae	0.5	0	0	0	0	0.5	Avian	FALSE
HMB637ZIR_AHB72807_Suidae_2013.830556	HMB637ZIR	NA	H1N1	Suidae	0.5	0	0	0	0	0.5	Avian	FALSE
RJD905DOQ_AHI43492_Suidae_2013.866667	RJD905DOQ	NA	H1N1	Suidae	0.3	0	0	0	0	0.7	Suidae	TRUE
JII848PML_AEP17259_Suidae_2011.241667	JII848PML	NA	H1N1	Suidae	0.3	0	0	0	0	0.7	Suidae	TRUE
WMF931BKD_AFY08091_Suidae_2012.733333	WMF931BKD	NA	H1N1	Suidae	0.4	0	0	0	0	0.6	Suidae	TRUE
YTB698SOS_AFH77001_Suidae_2011.083333	YTB698SOS	NA	H1N1	Suidae	0.7	0	0	0	0	0.3	Avian	FALSE
KQP763RGI_AFM78662_Suidae_2010.025	KQP763RGI	NA	H1N1	Suidae	0.4	0	0	0	0	0.6	Suidae	TRUE
LDW614FAR_ALZ43199_Suidae_2012.811111	LDW614FAR	NA	H1N1	Suidae	0.2	0	0	0	0	0.8	Suidae	TRUE
QVI059HOC_BAK23284_Suidae_2005	QVI059HOC	NA	H1N1	Suidae	0.4	0	0	0	0	0.6	Suidae	TRUE
NEJ913JOK_AHB59343_Suidae_2013.852778	NEJ913JOK	NA	H1N1	Suidae	0.5	0	0	0	0	0.5	Avian	FALSE
JCO713VYA_ABS00324_Suidae_2004	JCO713VYA	NA	H1N1	Suidae	0.7	0	0	0	0	0.3	Avian	FALSE
FWL693ZBY_ASF57939_Suidae_2016.197222	FWL693ZBY	NA	H1N1	Suidae	0.7	0	0	0	0	0.3	Avian	FALSE
OFX898CBH_AEA04357_Hominidae_1947.416667	OFX898CBH	NA	H1N1	Hominidae	0.4	0	0	0	0	0.6	Suidae	FALSE
VXK976FKW_AFM68957_Hominidae_1934	VXK976FKW	NA	H1N1	Hominidae	0.8	0	0	0	0	0.2	Avian	FALSE
FMZ465LZA_AGQ47850_Hominidae_1935	FMZ465LZA	NA	H1N1	Hominidae	0.8	0	0	0	0	0.2	Avian	FALSE
MGR046UJX_AHB73405_Avian_2010.986111	MGR046UJX	NA	H5N1	Avian	1	0	0	0	0	0	Avian	TRUE
OUV512XGK_AIX94854_Avian_2013	OUV512XGK	NA	H5N1	Avian	1	0	0	0	0	0	Avian	TRUE
BXL595ELG_AIX94880_Avian_2013	BXL595ELG	NA	H5N1	Avian	1	0	0	0	0	0	Avian	TRUE
VKR279YMS_AIX94892_Avian_2013	VKR279YMS	NA	H5N1	Avian	1	0	0	0	0	0	Avian	TRUE
NXP822OME_AHB73072_Avian_2011.052778	NXP822OME	NA	H5N1	Avian	0.9	0	0	0	0	0.1	Avian	TRUE
QTK781RGO_AHB72925_Avian_2011.675	QTK781RGO	NA	H5N1	Avian	1	0	0	0	0	0	Avian	TRUE
NCG796ZBF_AHB72891_Avian_2011.247222	NCG796ZBF	NA	H5N1	Avian	0.8	0	0	0	0	0.2	Avian	TRUE
CVS506RFF_AIX94868_Avian_2013	CVS506RFF	NA	H5N1	Avian	1	0	0	0	0	0	Avian	TRUE
ERM160XNW_ACJ24954_Avian_2006.125	ERM160XNW	NA	H5N1	Avian	1	0	0	0	0	0	Avian	TRUE
XXQ984PIR_ACD84812_Avian_2005	XXQ984PIR	NA	H5N1	Avian	1	0	0	0	0	0	Avian	TRUE
LGL066FGP_AFW17294_Avian_2010.166667	LGL066FGP	NA	H5N1	Avian	1	0	0	0	0	0	Avian	TRUE
VIP134NWJ_AHB72946_Avian_2010.072222	VIP134NWJ	NA	H5N1	Avian	1	0	0	0	0	0	Avian	TRUE
MJA265OXJ_AFW17325_Avian_2009.416667	MJA265OXJ	NA	H5N1	Avian	1	0	0	0	0	0	Avian	TRUE
TMT214ETD_AGJ73008_Avian_2009.441667	TMT214ETD	NA	H5N1	Avian	0.9	0	0	0.1	0	0	Avian	TRUE
ZHW911WEP_AFW18186_Avian_2009.4	ZHW911WEP	NA	H5N1	Avian	1	0	0	0	0	0	Avian	TRUE
RYA305HDZ_AFW17359_Avian_2009.833333	RYA305HDZ	NA	H5N1	Avian	1	0	0	0	0	0	Avian	TRUE
COG955UPT_BAV17037_Avian_2009	COG955UPT	NA	H5N1	Avian	1	0	0	0	0	0	Avian	TRUE
VSK215LCD_ACD37789_Avian_2007	VSK215LCD	NA	H5N1	Avian	1	0	0	0	0	0	Avian	TRUE
RVP748YEC_AEX40660_Avian_2008.047222	RVP748YEC	NA	H5N1	Avian	1	0	0	0	0	0	Avian	TRUE
AYG667BVI_ABK34766_Avian_2006	AYG667BVI	NA	H5N1	Avian	1	0	0	0	0	0	Avian	TRUE
REW642HXO_AEX30613_Avian_2008.430556	REW642HXO	NA	H5N1	Avian	0.9	0	0	0.1	0	0	Avian	TRUE
DLY240AAP_ADG59221_Avian_2009	DLY240AAP	NA	H5N1	Avian	1	0	0	0	0	0	Avian	TRUE
KYK014ENU_ARV89950_Avian_2012.525	KYK014ENU	NA	H5N1	Avian	0.9	0	0	0.1	0	0	Avian	TRUE
OUY289DPQ_AGH25305_Suidae_2008.916667	OUY289DPQ	NA	H5N1	Suidae	1	0	0	0	0	0	Avian	FALSE
KKV804UQN_ADG59200_Avian_2005	KKV804UQN	NA	H5N1	Avian	1	0	0	0	0	0	Avian	TRUE
UTZ975YVT_ADG59215_Avian_2009	UTZ975YVT	NA	H5N1	Avian	0.8	0	0	0	0	0.2	Avian	TRUE
QAY364UUF_ADG59228_Avian_2005	QAY364UUF	NA	H5N1	Avian	0.9	0	0	0	0	0.1	Avian	TRUE
EIT713OVZ_ADG59216_Avian_2005	EIT713OVZ	NA	H5N1	Avian	0.9	0	0	0.1	0	0	Avian	TRUE
HBW239PIT_ACZ45154_Avian_2004	HBW239PIT	NA	H5N1	Avian	0.8	0	0	0	0	0.2	Avian	TRUE
CLQ694HYP_ABI98939_Avian_2003	CLQ694HYP	NA	H5N1	Avian	1	0	0	0	0	0	Avian	TRUE
VOF536XHJ_AQW43967_Avian_2016.258333	VOF536XHJ	NA	H5N1	Avian	1	0	0	0	0	0	Avian	TRUE
XXG108DSA_ATI21285_Suidae_2015	XXG108DSA	NA	H5N1	Suidae	0.9	0	0	0	0	0.1	Avian	FALSE
HAK890WDN_APG38798_Avian_2013.511111	HAK890WDN	NA	H5N1	Avian	0.8	0	0	0	0	0.2	Avian	TRUE
AMD945LCN_AQW43554_Avian_2014.994444	AMD945LCN	NA	H5N1	Avian	0.9	0	0	0	0	0.1	Avian	TRUE
EFR589NLO_AQW43699_Avian_2014.544444	EFR589NLO	NA	H5N1	Avian	0.7	0	0	0	0	0.3	Avian	TRUE
ZRH103WYV_AQW43541_Avian_2014.994444	ZRH103WYV	NA	H5N1	Avian	1	0	0	0	0	0	Avian	TRUE
SLX039ESB_ABY67922_Avian_2007	SLX039ESB	NA	H5N1	Avian	0.9	0	0	0	0	0.1	Avian	TRUE
ZMB102FAA_ACR48935_Avian_2008	ZMB102FAA	NA	H5N1	Avian	0.7	0	0	0.1	0	0.2	Avian	TRUE
OGG979YNK_AGH25306_Suidae_2009	OGG979YNK	NA	H5N1	Suidae	1	0	0	0	0	0	Avian	FALSE
DOB528BEL_ADG59219_Avian_2009	DOB528BEL	NA	H5N1	Avian	0.9	0	0	0	0	0.1	Avian	TRUE
WTT584KKD_ACJ26189_Avian_2007	WTT584KKD	NA	H5N1	Avian	0.9	0	0	0	0	0.1	Avian	TRUE
FRX303HPX_ALE66395_Avian_2012.972222	FRX303HPX	NA	H5N1	Avian	1	0	0	0	0	0	Avian	TRUE
MFB324XAP_ACR49054_Avian_2006.833333	MFB324XAP	NA	H5N1	Avian	1	0	0	0	0	0	Avian	TRUE
SIH624TPH_ADI46340_Suidae_2006	SIH624TPH	NA	H5N1	Suidae	0.9	0	0	0.1	0	0	Avian	FALSE
YOG586SIX_ABI36025_Avian_2005.758333	YOG586SIX	NA	H5N1	Avian	0.9	0	0	0	0	0.1	Avian	TRUE
KNX405YBE_ACR49061_Avian_2006.833333	KNX405YBE	NA	H5N1	Avian	0.8	0	0	0.1	0	0.1	Avian	TRUE
OMH356DIF_AIW60814_Avian_2009.416667	OMH356DIF	NA	H5N1	Avian	1	0	0	0	0	0	Avian	TRUE
KHL977EKU_ACR49049_Avian_2005	KHL977EKU	NA	H5N1	Avian	1	0	0	0	0	0	Avian	TRUE
MIA052GID_AKI82313_Avian_2007	MIA052GID	NA	H5N1	Avian	0.9	0	0	0	0	0.1	Avian	TRUE
FBR515UWA_ADI46341_Suidae_2006	FBR515UWA	NA	H5N1	Suidae	0.9	0	0	0	0	0.1	Avian	FALSE
FNY915RKR_ABJ09536_Avian_2004	FNY915RKR	NA	H5N1	Avian	0.8	0	0	0	0	0.2	Avian	TRUE
PGZ256ZBC_AAW59414_Avian_2004	PGZ256ZBC	NA	H5N1	Avian	0.9	0	0	0	0	0.1	Avian	TRUE
UNJ966XSC_ACA47760_Avian_2003	UNJ966XSC	NA	H5N1	Avian	0.9	0	0	0	0	0.1	Avian	TRUE
AHZ041VYL_AEB26716_Avian_2003.291667	AHZ041VYL	NA	H5N1	Avian	1	0	0	0	0	0	Avian	TRUE
EPK971DIY_ANN44976_Suidae_2014.838889	EPK971DIY	NA	H5N1	Suidae	0.9	0	0	0	0	0.1	Avian	FALSE
YRZ893OKX_ADM95382_Avian_2006.583333	YRZ893OKX	NA	H5N1	Avian	0.8	0	0	0	0	0.2	Avian	TRUE
ZZT048LKC_ADM95387_Avian_2006.6	ZZT048LKC	NA	H5N1	Avian	0.8	0	0	0	0	0.2	Avian	TRUE
NQW278FWW_APG38655_Avian_2013.313889	NQW278FWW	NA	H5N1	Avian	0.9	0	0	0	0	0.1	Avian	TRUE
CNF663OQK_APG38776_Avian_2013.433333	CNF663OQK	NA	H5N1	Avian	0.9	0	0	0	0	0.1	Avian	TRUE
MXL173JLU_ADM95380_Avian_2005.105556	MXL173JLU	NA	H5N1	Avian	0.8	0	0	0.1	0	0.1	Avian	TRUE
TRQ727JDU_ACE73594_Avian_2008	TRQ727JDU	NA	H5N1	Avian	0.7	0	0	0.3	0	0	Avian	TRUE
BRJ495ANI_AEK65161_Avian_2005	BRJ495ANI	NA	H5N1	Avian	1	0	0	0	0	0	Avian	TRUE
CXH827XPB_AGT40928_Avian_2000.319444	CXH827XPB	NA	H7N1	Avian	1	0	0	0	0	0	Avian	TRUE
KBB860JXQ_AGT41144_Avian_2000.086111	KBB860JXQ	NA	H7N1	Avian	1	0	0	0	0	0	Avian	TRUE
YTF912KWS_AGT40862_Avian_2000.741667	YTF912KWS	NA	H7N1	Avian	1	0	0	0	0	0	Avian	TRUE
WSS769FHV_AER57953_Avian_2009.166667	WSS769FHV	NA	H6N1	Avian	1	0	0	0	0	0	Avian	TRUE
AXH690RIJ_ABD35643_Avian_2001	AXH690RIJ	NA	H6N1	Avian	0.3	0	0	0	0	0.7	Suidae	FALSE
XFB386APO_ABR31775_Avian_2000	XFB386APO	NA	H6N1	Avian	0.2	0	0	0	0	0.8	Suidae	FALSE
ZDS756TUR_ACF36756_Avian_1983	ZDS756TUR	NA	H5N1	Avian	1	0	0	0	0	0	Avian	TRUE
WEF447IWA_AKC91361_Avian_2015.097222	WEF447IWA	NA	H5N1	Avian	0.9	0	0	0	0	0.1	Avian	TRUE
KSD049DMK_AFR76229_Suidae_2005.269444	KSD049DMK	NA	H1N1	Suidae	0.614285714285714	0	0	0	0	0.385714285714286	Avian	FALSE
DCC560FOQ_BAL70414_Suidae_2009	DCC560FOQ	NA	H1N1	Suidae	0.1	0	0	0	0	0.9	Suidae	TRUE
JVD945HEX_APF46308_Hominidae_2016.75	JVD945HEX	NA	H1N1	Hominidae	0.4	0	0	0	0	0.6	Suidae	FALSE
IVS218CEO_APT36524_Suidae_2016.088889	IVS218CEO	NA	H1N1	Suidae	0.5	0	0	0	0	0.5	Avian	FALSE
EHA553BHI_ATE48441_Suidae_2016.969444	EHA553BHI	NA	H1N1	Suidae	0.5	0	0	0	0	0.5	Avian	FALSE
QFK412KHR_ATE48464_Suidae_2016.969444	QFK412KHR	NA	H1N1	Suidae	0.7	0	0	0	0	0.3	Avian	FALSE
DWP199PXG_ALX29514_Suidae_2013	DWP199PXG	NA	H1N1	Suidae	0.5	0	0	0	0	0.5	Avian	FALSE
SAU635WIZ_ALX30301_Suidae_2015	SAU635WIZ	NA	H1N1	Suidae	0.5	0	0	0	0	0.5	Avian	FALSE
EIO403KXC_ALX29727_Suidae_2014	EIO403KXC	NA	H1N1	Suidae	0.6	0	0	0	0	0.4	Avian	FALSE
VDA514BMR_AMY15697_Suidae_2012.255556	VDA514BMR	NA	H1N1	Suidae	0.8	0	0	0	0	0.2	Avian	FALSE
TKC504SFU_AGB12999_Hominidae_2011.147222	TKC504SFU	NA	H1N1	Hominidae	0.5	0	0	0.1	0	0.4	Avian	FALSE
HRZ884BMP_AKL90894_Hominidae_2012.030556	HRZ884BMP	NA	H1N1	Hominidae	0.6	0	0	0	0	0.4	Avian	FALSE
LPM313ZUF_AIC64812_Hominidae_2012.652778	LPM313ZUF	NA	H1N1	Hominidae	0.4	0	0.1	0	0	0.5	Suidae	FALSE
YIL177JZP_AFY24033_Hominidae_2009.858333	YIL177JZP	NA	H1N1	Hominidae	0.3	0	0	0	0	0.7	Suidae	FALSE
COT741VVQ_AFY24061_Hominidae_2009.913889	COT741VVQ	NA	H1N1	Hominidae	0.4	0	0	0	0	0.6	Suidae	FALSE
UTW622WMH_AMY16046_Suidae_2013.019444	UTW622WMH	NA	H1N1	Suidae	0.7	0	0	0	0	0.3	Avian	FALSE
HUP267RCF_AKJ80992_Suidae_2011	HUP267RCF	NA	H1N1	Suidae	0.1	0	0	0	0	0.9	Suidae	TRUE
LKT766QZF_ALX29270_Suidae_2012	LKT766QZF	NA	H1N1	Suidae	0.4	0	0	0	0	0.6	Suidae	TRUE
