"","Iteration","Lh","Tree.No","No.Off.Parmeters","No.Off.Zero","Model.string","qAB","qAD","qAE","qAH","qAP","qBA","qBD","qBE","qBH","qBP","qDA","qDB","qDE","qDH","qDP","qEA","qEB","qED","qEH","qEP","qHA","qHB","qHD","qHE","qHP","qPA","qPB","qPD","qPE","qPH","Root.P.A.","Root.P.B.","Root.P.D.","Root.P.E.","Root.P.H.","Root.P.P.","RecNode.P.A.","RecNode.P.B.","RecNode.P.D.","RecNode.P.E.","RecNode.P.H.","RecNode.P.P."
"11",31000,-263.811996,1,2,14,"Z Z Z 1 1 Z 1 1 Z Z 0 1 Z 1 0 Z 1 1 Z Z 1 Z 1 1 0 1 Z Z Z 1 	0.000000	0.000000	0.000000	4.282682	4.282682	0.000000	4.282682	4.282682	0.000000	0.000000	36.581376	4.282682	0.000000	4.282682	36.581376	0.000000	4.282682	4.282682	0.000000	0.000000	4.282682	0.000000	4.282682	4.282682	36.581376	4.282682	0.000000	0.000000	0.000000	4.282682	0.166652	0.166692	0.166655	0.166692	0.166656	0.166652	0.166652	0.166692	0.166655	0.166692	0.166656	0.166652	
32000	-265.721093	1	2	8	Z Z Z 1 1 1 1 1 1 1 0 1 1 0 Z 1 Z 1 1 1 1 Z 1 1 0 1 1 Z Z 1 ",0,0,0,3.284042,3.284042,3.284042,3.284042,3.284042,3.284042,3.284042,49.487315,3.284042,3.284042,49.487315,0,3.284042,0,3.284042,3.284042,3.284042,3.284042,0,3.284042,3.284042,49.487315,3.284042,3.284042,0,0,3.284042,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667
"12",33000,-269.509893,1,2,6,"Z 1 Z 1 1 1 1 1 1 1 0 1 1 0 1 Z 1 1 1 1 1 Z 1 1 0 1 1 Z Z 1 	0.000000	2.576084	0.000000	2.576084	2.576084	2.576084	2.576084	2.576084	2.576084	2.576084	28.559672	2.576084	2.576084	28.559672	2.576084	0.000000	2.576084	2.576084	2.576084	2.576084	2.576084	0.000000	2.576084	2.576084	28.559672	2.576084	2.576084	0.000000	0.000000	2.576084	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	
34000	-265.544185	1	2	5	Z 1 Z 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 Z 1 1 0 1 1 Z Z 1 ",0,1.947083,0,1.947083,1.947083,1.947083,1.947083,1.947083,1.947083,1.947083,1.947083,1.947083,1.947083,44.369389,1.947083,1.947083,1.947083,1.947083,1.947083,1.947083,1.947083,0,1.947083,1.947083,44.369389,1.947083,1.947083,0,0,1.947083,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667
"13",35000,-267.477598,1,2,6,"Z Z 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 Z 1 Z 0 1 1 Z Z 1 	0.000000	0.000000	2.503699	2.503699	2.503699	2.503699	2.503699	2.503699	2.503699	2.503699	2.503699	2.503699	2.503699	2.503699	2.503699	2.503699	2.503699	2.503699	2.503699	2.503699	2.503699	0.000000	2.503699	0.000000	37.957357	2.503699	2.503699	0.000000	0.000000	2.503699	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	
36000	-268.547733	1	2	7	Z Z 1 1 1 Z 1 1 1 1 1 1 1 Z 1 1 1 1 1 1 1 1 1 Z 0 1 1 Z Z 1 ",0,0,2.757766,2.757766,2.757766,0,2.757766,2.757766,2.757766,2.757766,2.757766,2.757766,2.757766,0,2.757766,2.757766,2.757766,2.757766,2.757766,2.757766,2.757766,2.757766,2.757766,0,53.269911,2.757766,2.757766,0,0,2.757766,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667
"14",37000,-271.850817,1,2,4,"Z 1 1 1 1 1 1 1 1 1 0 1 Z 0 1 1 1 1 Z 1 1 1 1 1 0 1 1 1 Z 1 	0.000000	1.835026	1.835026	1.835026	1.835026	1.835026	1.835026	1.835026	1.835026	1.835026	35.605383	1.835026	0.000000	35.605383	1.835026	1.835026	1.835026	1.835026	0.000000	1.835026	1.835026	1.835026	1.835026	1.835026	35.605383	1.835026	1.835026	1.835026	0.000000	1.835026	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	
38000	-271.957368	1	2	5	Z 1 1 1 1 1 1 1 1 Z 1 Z 1 0 1 1 1 1 1 1 1 1 1 1 0 1 Z 1 Z 1 ",0,1.555286,1.555286,1.555286,1.555286,1.555286,1.555286,1.555286,1.555286,0,1.555286,0,1.555286,35.198036,1.555286,1.555286,1.555286,1.555286,1.555286,1.555286,1.555286,1.555286,1.555286,1.555286,35.198036,1.555286,0,1.555286,0,1.555286,0.166667,0.166669,0.166666,0.166668,0.166665,0.166665,0.166667,0.166669,0.166666,0.166668,0.166665,0.166665
"15",39000,-270.541439,1,2,6,"Z 0 0 0 0 0 Z 0 0 0 0 Z 0 0 0 0 0 0 0 0 0 0 0 0 1 0 Z Z Z 0 	0.000000	1.631205	1.631205	1.631205	1.631205	1.631205	0.000000	1.631205	1.631205	1.631205	1.631205	0.000000	1.631205	1.631205	1.631205	1.631205	1.631205	1.631205	1.631205	1.631205	1.631205	1.631205	1.631205	1.631205	38.837857	1.631205	0.000000	0.000000	0.000000	1.631205	0.166669	0.166669	0.166669	0.166669	0.166662	0.166662	0.166669	0.166669	0.166669	0.166669	0.166662	0.166662	
40000	-269.558686	1	2	9	Z 0 0 0 0 0 1 Z 0 Z 0 1 Z Z 0 0 0 0 0 0 0 0 Z 0 1 0 Z Z Z 0 ",0,2.754439,2.754439,2.754439,2.754439,2.754439,47.419509,0,2.754439,0,2.754439,47.419509,0,0,2.754439,2.754439,2.754439,2.754439,2.754439,2.754439,2.754439,2.754439,0,2.754439,47.419509,2.754439,0,0,0,2.754439,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667
"16",41000,-269.206319,1,2,12,"Z 0 0 0 0 0 Z Z 0 Z Z 1 Z 1 Z 0 Z 0 0 0 0 0 Z 0 1 0 Z Z Z 0 	0.000000	2.195002	2.195002	2.195002	2.195002	2.195002	0.000000	0.000000	2.195002	0.000000	0.000000	31.635206	0.000000	31.635206	0.000000	2.195002	0.000000	2.195002	2.195002	2.195002	2.195002	2.195002	0.000000	2.195002	31.635206	2.195002	0.000000	0.000000	0.000000	2.195002	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	
42000	-264.826050	1	2	16	Z Z 0 0 0 0 Z Z 0 Z Z 0 1 Z Z 0 Z 0 Z Z 0 Z 0 Z 1 0 Z Z Z 0 ",0,0,2.887659,2.887659,2.887659,2.887659,0,0,2.887659,0,0,2.887659,42.753557,0,0,2.887659,0,2.887659,0,0,2.887659,0,2.887659,0,42.753557,2.887659,0,0,0,2.887659,0.166647,0.166524,0.166876,0.166884,0.166545,0.166524,0.166647,0.166524,0.166876,0.166884,0.166545,0.166524
"17",43000,-262.626013,1,2,9,"Z Z Z 1 1 1 1 Z 1 1 1 1 1 1 1 1 1 1 Z Z 1 1 1 1 0 1 Z Z Z 1 	0.000000	0.000000	0.000000	2.823223	2.823223	2.823223	2.823223	0.000000	2.823223	2.823223	2.823223	2.823223	2.823223	2.823223	2.823223	2.823223	2.823223	2.823223	0.000000	0.000000	2.823223	2.823223	2.823223	2.823223	46.839216	2.823223	0.000000	0.000000	0.000000	2.823223	0.166666	0.166667	0.166667	0.166667	0.166666	0.166666	0.166666	0.166667	0.166667	0.166667	0.166666	0.166666	
44000	-262.245982	1	3	10	Z Z Z 1 1 Z 1 1 1 Z 2 2 Z Z 1 1 Z 1 2 2 2 1 2 1 0 2 Z Z 1 2 ",0,0,0,2.229111,2.229111,0,2.229111,2.229111,2.229111,0,3.780994,3.780994,0,0,2.229111,2.229111,0,2.229111,3.780994,3.780994,3.780994,2.229111,3.780994,2.229111,42.691644,3.780994,0,0,2.229111,3.780994,0.166666,0.166668,0.166667,0.166666,0.166666,0.166666,0.166666,0.166668,0.166667,0.166666,0.166666,0.166666
"18",45000,-264.486843,1,2,8,"Z Z Z 1 1 1 1 1 1 Z 1 1 0 1 Z 1 1 1 1 1 1 1 1 Z 0 1 Z Z 1 1 	0.000000	0.000000	0.000000	2.452293	2.452293	2.452293	2.452293	2.452293	2.452293	0.000000	2.452293	2.452293	46.868648	2.452293	0.000000	2.452293	2.452293	2.452293	2.452293	2.452293	2.452293	2.452293	2.452293	0.000000	46.868648	2.452293	0.000000	0.000000	2.452293	2.452293	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	
46000	-265.905971	1	2	8	Z Z Z 1 1 1 1 Z Z 1 1 1 0 1 1 1 1 1 Z 1 1 1 1 1 0 1 Z Z 1 1 ",0,0,0,2.575479,2.575479,2.575479,2.575479,0,0,2.575479,2.575479,2.575479,59.482925,2.575479,2.575479,2.575479,2.575479,2.575479,0,2.575479,2.575479,2.575479,2.575479,2.575479,59.482925,2.575479,0,0,2.575479,2.575479,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667
"19",47000,-265.055501,1,2,9,"Z Z Z 1 1 Z 1 1 Z 1 Z 1 1 1 Z 1 1 1 1 1 1 1 1 1 0 1 Z Z 1 1 	0.000000	0.000000	0.000000	3.035046	3.035046	0.000000	3.035046	3.035046	0.000000	3.035046	0.000000	3.035046	3.035046	3.035046	0.000000	3.035046	3.035046	3.035046	3.035046	3.035046	3.035046	3.035046	3.035046	3.035046	47.737285	3.035046	0.000000	0.000000	3.035046	3.035046	0.166666	0.166667	0.166667	0.166667	0.166666	0.166666	0.166666	0.166667	0.166667	0.166667	0.166666	0.166666	
48000	-265.192224	1	2	7	Z 1 Z 1 1 1 1 1 1 Z 1 0 1 1 0 1 1 1 1 1 1 1 Z 1 0 1 Z Z Z 1 ",0,2.980106,0,2.980106,2.980106,2.980106,2.980106,2.980106,2.980106,0,2.980106,45.684212,2.980106,2.980106,45.684212,2.980106,2.980106,2.980106,2.980106,2.980106,2.980106,2.980106,0,2.980106,45.684212,2.980106,0,0,0,2.980106,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667
"20",49000,-270.768428,1,2,12,"Z Z Z 1 1 1 1 1 1 Z 0 0 Z 1 Z 1 1 1 1 1 Z Z Z 1 0 1 Z Z Z 1 	0.000000	0.000000	0.000000	3.470910	3.470910	3.470910	3.470910	3.470910	3.470910	0.000000	25.821627	25.821627	0.000000	3.470910	0.000000	3.470910	3.470910	3.470910	3.470910	3.470910	0.000000	0.000000	0.000000	3.470910	25.821627	3.470910	0.000000	0.000000	0.000000	3.470910	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	
50000	-262.304314	1	2	13	Z Z Z 1 1 1 Z Z 1 1 Z 0 1 Z Z 1 1 1 1 Z 1 Z 1 1 0 1 Z Z Z 1 ",0,0,0,3.898348,3.898348,3.898348,0,0,3.898348,3.898348,0,37.066673,3.898348,0,0,3.898348,3.898348,3.898348,3.898348,0,3.898348,0,3.898348,3.898348,37.066673,3.898348,0,0,0,3.898348,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667
"21",51000,-268.528843,1,2,8,"Z Z Z 1 1 1 Z Z 1 1 1 0 1 0 1 Z 1 1 1 1 1 1 1 1 0 1 Z 1 Z 1 	0.000000	0.000000	0.000000	3.146651	3.146651	3.146651	0.000000	0.000000	3.146651	3.146651	3.146651	47.880431	3.146651	47.880431	3.146651	0.000000	3.146651	3.146651	3.146651	3.146651	3.146651	3.146651	3.146651	3.146651	47.880431	3.146651	0.000000	3.146651	0.000000	3.146651	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	
52000	-266.691538	1	2	8	Z Z Z 1 1 1 1 1 1 1 Z Z 1 0 1 1 Z 1 1 1 1 1 1 1 0 1 Z 1 Z 1 ",0,0,0,3.21064,3.21064,3.21064,3.21064,3.21064,3.21064,3.21064,0,0,3.21064,67.708536,3.21064,3.21064,0,3.21064,3.21064,3.21064,3.21064,3.21064,3.21064,3.21064,67.708536,3.21064,0,3.21064,0,3.21064,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667
"22",53000,-264.817725,1,2,8,"Z Z Z 1 1 Z 1 1 1 Z 1 1 1 0 1 1 1 1 1 Z 1 1 1 1 0 1 1 Z Z 1 	0.000000	0.000000	0.000000	2.857922	2.857922	0.000000	2.857922	2.857922	2.857922	0.000000	2.857922	2.857922	2.857922	44.398445	2.857922	2.857922	2.857922	2.857922	2.857922	0.000000	2.857922	2.857922	2.857922	2.857922	44.398445	2.857922	2.857922	0.000000	0.000000	2.857922	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	
54000	-263.696511	1	2	11	Z Z Z 1 1 Z 1 1 Z 1 1 Z 1 Z 1 1 1 1 1 Z 1 1 1 1 0 1 Z Z Z 1 ",0,0,0,2.396682,2.396682,0,2.396682,2.396682,0,2.396682,2.396682,0,2.396682,0,2.396682,2.396682,2.396682,2.396682,2.396682,0,2.396682,2.396682,2.396682,2.396682,38.815666,2.396682,0,0,0,2.396682,0.166638,0.16671,0.166677,0.16669,0.166647,0.166638,0.166638,0.16671,0.166677,0.16669,0.166647,0.166638
"23",55000,-262.04805,1,2,12,"Z Z Z 1 1 Z 1 Z Z 1 1 Z 1 1 1 1 Z 1 Z 1 1 1 1 1 0 1 Z Z Z 1 	0.000000	0.000000	0.000000	2.938799	2.938799	0.000000	2.938799	0.000000	0.000000	2.938799	2.938799	0.000000	2.938799	2.938799	2.938799	2.938799	0.000000	2.938799	0.000000	2.938799	2.938799	2.938799	2.938799	2.938799	39.772660	2.938799	0.000000	0.000000	0.000000	2.938799	0.166666	0.166669	0.166666	0.166666	0.166666	0.166666	0.166666	0.166669	0.166666	0.166666	0.166666	0.166666	
56000	-263.630265	1	2	11	Z Z Z 0 0 0 0 0 Z 0 0 Z 0 1 0 0 Z 0 Z 0 0 0 0 Z 1 0 Z Z Z 0 ",0,0,0,4.040026,4.040026,4.040026,4.040026,4.040026,0,4.040026,4.040026,0,4.040026,35.958492,4.040026,4.040026,0,4.040026,0,4.040026,4.040026,4.040026,4.040026,0,35.958492,4.040026,0,0,0,4.040026,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667
